country,state,date,variable,generation_gwh,share_of_generation_pct,emissions_ktco2,share_of_emissions_pct
Türkiye,İstanbul,2021-04-01,Coal,0,0,0,0
Türkiye,İstanbul,2021-04-01,Gas,612.23,81.79,299.99,95.83
Türkiye,İstanbul,2021-04-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2021-04-01,Hydro,0,0,0,0
Türkiye,İstanbul,2021-04-01,Other Fossil,0,0,0,0
Türkiye,İstanbul,2021-04-01,Solar,0.47,0.06,0.02,0.01
Türkiye,İstanbul,2021-04-01,Wind,83.07,11.1,0.91,0.29
Türkiye,İstanbul,2021-05-01,Bioenergy,55.96,4.99,12.87,2.64
Türkiye,İstanbul,2021-05-01,Coal,0,0,0,0
Türkiye,İstanbul,2021-05-01,Gas,965.12,86.08,472.91,97.12
Türkiye,İstanbul,2021-05-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2021-05-01,Hydro,0,0,0,0
Türkiye,İstanbul,2021-05-01,Other Fossil,0,0,0,0
Türkiye,İstanbul,2021-05-01,Solar,0.79,0.07,0.04,0.01
Türkiye,İstanbul,2021-05-01,Wind,99.37,8.86,1.09,0.22
Türkiye,İstanbul,2021-06-01,Bioenergy,67.52,6.65,15.53,3.35
Türkiye,İstanbul,2021-06-01,Coal,0,0,0,0
Türkiye,İstanbul,2021-06-01,Gas,912.17,89.9,446.96,96.56
Türkiye,İstanbul,2021-06-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2021-06-01,Hydro,0,0,0,0
Türkiye,İstanbul,2021-06-01,Other Fossil,0,0,0,0
Türkiye,İstanbul,2021-06-01,Solar,0.66,0.07,0.03,0.01
Türkiye,İstanbul,2021-06-01,Wind,34.27,3.38,0.38,0.08
Türkiye,İstanbul,2021-07-01,Bioenergy,66.76,5.84,15.35,3.15
Türkiye,İstanbul,2021-07-01,Coal,0,0,0,0
Türkiye,İstanbul,2021-07-01,Gas,960.88,84.12,470.83,96.59
Türkiye,İstanbul,2021-07-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2021-07-01,Hydro,0,0,0,0
Türkiye,İstanbul,2021-07-01,Other Fossil,0,0,0,0
Türkiye,İstanbul,2021-07-01,Solar,0.72,0.06,0.03,0.01
Türkiye,İstanbul,2021-07-01,Wind,113.94,9.97,1.25,0.26
Türkiye,İstanbul,2021-08-01,Bioenergy,92.32,7.52,21.23,4.05
Türkiye,İstanbul,2021-08-01,Coal,0,0,0,0
Türkiye,İstanbul,2021-08-01,Gas,1024.78,83.45,502.14,95.71
Türkiye,İstanbul,2021-08-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2021-08-01,Hydro,0,0,0,0
Türkiye,İstanbul,2021-08-01,Other Fossil,0.07,0.01,0.05,0.01
Türkiye,İstanbul,2021-08-01,Solar,0.76,0.06,0.04,0.01
Türkiye,İstanbul,2021-08-01,Wind,110.07,8.96,1.21,0.23
Türkiye,İstanbul,2021-09-01,Bioenergy,99.28,8.93,22.83,5.05
Türkiye,İstanbul,2021-09-01,Coal,0,0,0,0
Türkiye,İstanbul,2021-09-01,Gas,872.9,78.49,427.72,94.61
Türkiye,İstanbul,2021-09-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2021-09-01,Hydro,0,0,0,0
Türkiye,İstanbul,2021-09-01,Other Fossil,0,0,0,0
Türkiye,İstanbul,2021-09-01,Solar,0.46,0.04,0.02,0
Türkiye,İstanbul,2021-09-01,Wind,139.52,12.54,1.53,0.34
Türkiye,İstanbul,2021-10-01,Bioenergy,86.27,10.13,19.84,6.5
Türkiye,İstanbul,2021-10-01,Coal,0,0,0,0
Türkiye,İstanbul,2021-10-01,Gas,577.78,67.87,283.11,92.82
Türkiye,İstanbul,2021-10-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2021-10-01,Hydro,0,0,0,0
Türkiye,İstanbul,2021-10-01,Other Fossil,0,0,0,0
Türkiye,İstanbul,2021-10-01,Solar,0.46,0.05,0.02,0.01
Türkiye,İstanbul,2021-10-01,Wind,186.75,21.94,2.05,0.67
Türkiye,İstanbul,2021-11-01,Bioenergy,106.29,21.86,24.45,17.89
Türkiye,İstanbul,2021-11-01,Coal,0,0,0,0
Türkiye,İstanbul,2021-11-01,Gas,225.58,46.4,110.53,80.86
Türkiye,İstanbul,2021-11-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2021-11-01,Hydro,0,0,0,0
Türkiye,İstanbul,2021-11-01,Other Fossil,0,0,0,0
Türkiye,İstanbul,2021-11-01,Solar,0.13,0.03,0.01,0.01
Türkiye,İstanbul,2021-11-01,Wind,154.17,31.71,1.7,1.24
Türkiye,İstanbul,2021-12-01,Bioenergy,108.45,16.84,24.94,14.03
Türkiye,İstanbul,2021-12-01,Coal,0,0,0,0
Türkiye,İstanbul,2021-12-01,Gas,306.6,47.6,150.23,84.54
Türkiye,İstanbul,2021-12-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2021-12-01,Hydro,0,0,0,0
Türkiye,İstanbul,2021-12-01,Other Fossil,0.01,0,0.01,0.01
Türkiye,İstanbul,2021-12-01,Solar,0.09,0.01,0,0
Türkiye,İstanbul,2021-12-01,Wind,228.94,35.54,2.52,1.42
Türkiye,İstanbul,2022-01-01,Bioenergy,112.07,16.41,25.78,12.39
Türkiye,İstanbul,2022-01-01,Coal,0,0,0,0
Türkiye,İstanbul,2022-01-01,Gas,367.45,53.81,180.05,86.53
Türkiye,İstanbul,2022-01-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2022-01-01,Hydro,0,0,0,0
Türkiye,İstanbul,2022-01-01,Other Fossil,0,0,0,0
Türkiye,İstanbul,2022-01-01,Solar,0.1,0.01,0,0
Türkiye,İstanbul,2022-01-01,Wind,203.26,29.77,2.24,1.08
Türkiye,İstanbul,2022-02-01,Bioenergy,106.17,18,24.42,14.18
Türkiye,İstanbul,2022-02-01,Coal,0,0,0,0
Türkiye,İstanbul,2022-02-01,Gas,297.48,50.45,145.77,84.63
Türkiye,İstanbul,2022-02-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2022-02-01,Hydro,0,0,0,0
Türkiye,İstanbul,2022-02-01,Other Fossil,0,0,0,0
Türkiye,İstanbul,2022-02-01,Solar,0.13,0.02,0.01,0.01
Türkiye,İstanbul,2022-02-01,Wind,185.91,31.53,2.05,1.19
Türkiye,İstanbul,2022-03-01,Bioenergy,116.32,13.71,26.75,10.03
Türkiye,İstanbul,2022-03-01,Coal,0,0,0,0
Türkiye,İstanbul,2022-03-01,Gas,483.98,57.04,237.15,88.94
Türkiye,İstanbul,2022-03-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2022-03-01,Hydro,0,0,0,0
Türkiye,İstanbul,2022-03-01,Other Fossil,0,0,0,0
Türkiye,İstanbul,2022-03-01,Solar,0.24,0.03,0.01,0
Türkiye,İstanbul,2022-03-01,Wind,247.92,29.22,2.73,1.02
Türkiye,İstanbul,2022-04-01,Bioenergy,101.11,15.43,23.26,11.51
Türkiye,İstanbul,2022-04-01,Coal,0,0,0,0
Türkiye,İstanbul,2022-04-01,Gas,360.43,55.02,176.61,87.42
Türkiye,İstanbul,2022-04-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2022-04-01,Hydro,0,0,0,0
Türkiye,İstanbul,2022-04-01,Other Fossil,0,0,0,0
Türkiye,İstanbul,2022-04-01,Solar,0.74,0.11,0.04,0.02
Türkiye,İstanbul,2022-04-01,Wind,192.82,29.43,2.12,1.05
Türkiye,İstanbul,2022-05-01,Bioenergy,116.82,21.48,26.87,15.41
Türkiye,İstanbul,2022-05-01,Coal,0,0,0,0
Türkiye,İstanbul,2022-05-01,Gas,297.9,54.78,145.97,83.73
Türkiye,İstanbul,2022-05-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2022-05-01,Hydro,0,0,0,0
Türkiye,İstanbul,2022-05-01,Other Fossil,0,0,0,0
Türkiye,İstanbul,2022-05-01,Solar,2.03,0.37,0.1,0.06
Türkiye,İstanbul,2022-05-01,Wind,127.06,23.36,1.4,0.8
Türkiye,İstanbul,2022-06-01,Bioenergy,113.65,14.62,26.14,9.97
Türkiye,İstanbul,2022-06-01,Coal,0,0,0,0
Türkiye,İstanbul,2022-06-01,Gas,477.65,61.45,234.05,89.23
Türkiye,İstanbul,2022-06-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2022-06-01,Hydro,0,0,0,0
Türkiye,İstanbul,2022-06-01,Other Fossil,0.01,0,0.01,0
Türkiye,İstanbul,2022-06-01,Solar,1.69,0.22,0.08,0.03
Türkiye,İstanbul,2022-06-01,Wind,184.29,23.71,2.03,0.77
Türkiye,İstanbul,2022-07-01,Bioenergy,114.63,14.69,26.36,10.68
Türkiye,İstanbul,2022-07-01,Coal,0,0,0,0
Türkiye,İstanbul,2022-07-01,Gas,444.97,57.04,218.04,88.3
Türkiye,İstanbul,2022-07-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2022-07-01,Hydro,0,0,0,0
Türkiye,İstanbul,2022-07-01,Other Fossil,0,0,0,0
Türkiye,İstanbul,2022-07-01,Solar,2.66,0.34,0.13,0.05
Türkiye,İstanbul,2022-07-01,Wind,217.88,27.93,2.4,0.97
Türkiye,İstanbul,2022-08-01,Bioenergy,114.77,9.92,26.4,5.95
Türkiye,İstanbul,2022-08-01,Coal,0,0,0,0
Türkiye,İstanbul,2022-08-01,Gas,846.51,73.14,414.79,93.54
Türkiye,İstanbul,2022-08-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2022-08-01,Hydro,0,0,0,0
Türkiye,İstanbul,2022-08-01,Other Fossil,0.07,0.01,0.05,0.01
Türkiye,İstanbul,2022-08-01,Solar,1.16,0.1,0.06,0.01
Türkiye,İstanbul,2022-08-01,Wind,194.88,16.84,2.14,0.48
Türkiye,İstanbul,2022-09-01,Bioenergy,114.83,8.8,26.41,5.12
Türkiye,İstanbul,2022-09-01,Coal,0,0,0,0
Türkiye,İstanbul,2022-09-01,Gas,993.33,76.09,486.73,94.45
Türkiye,İstanbul,2022-09-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2022-09-01,Hydro,0,0,0,0
Türkiye,İstanbul,2022-09-01,Other Fossil,0,0,0,0
Türkiye,İstanbul,2022-09-01,Solar,1.04,0.08,0.05,0.01
Türkiye,İstanbul,2022-09-01,Wind,196.23,15.03,2.16,0.42
Türkiye,İstanbul,2022-10-01,Bioenergy,95.24,13.28,21.91,10.48
Türkiye,İstanbul,2022-10-01,Coal,0,0,0,0
Türkiye,İstanbul,2022-10-01,Gas,376.52,52.49,184.49,88.22
Türkiye,İstanbul,2022-10-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2022-10-01,Hydro,0,0,0,0
Türkiye,İstanbul,2022-10-01,Other Fossil,0,0,0,0
Türkiye,İstanbul,2022-10-01,Solar,0.55,0.08,0.03,0.01
Türkiye,İstanbul,2022-10-01,Wind,245.05,34.16,2.7,1.29
Türkiye,İstanbul,2022-11-01,Bioenergy,117.35,14.7,26.99,10.66
Türkiye,İstanbul,2022-11-01,Coal,0,0,0,0
Türkiye,İstanbul,2022-11-01,Gas,456.42,57.18,223.65,88.36
Türkiye,İstanbul,2022-11-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2022-11-01,Hydro,0,0,0,0
Türkiye,İstanbul,2022-11-01,Other Fossil,0,0,0,0
Türkiye,İstanbul,2022-11-01,Solar,0.19,0.02,0.01,0
Türkiye,İstanbul,2022-11-01,Wind,224.2,28.09,2.47,0.98
Türkiye,İstanbul,2022-12-01,Bioenergy,120.13,12.53,27.63,8.54
Türkiye,İstanbul,2022-12-01,Coal,0,0,0,0
Türkiye,İstanbul,2022-12-01,Gas,598.84,62.46,293.43,90.65
Türkiye,İstanbul,2022-12-01,Geothermal,0,0,0,0
Türkiye,İstanbul,2022-12-01,Hydro,0,0,0,0
Türkiye,İstanbul,2022-12-01,Other Fossil,0,0,0,0
Türkiye,İstanbul,2022-12-01,Solar,0.09,0.01,0,0
Türkiye,İstanbul,2022-12-01,Wind,239.65,25,2.64,0.82
Türkiye,İzmir,2018-01-01,Bioenergy,2.75,0.22,0.63,0.12
Türkiye,İzmir,2018-01-01,Coal,249.92,20.09,204.93,38.79
Türkiye,İzmir,2018-01-01,Gas,537.75,43.22,263.5,49.88
Türkiye,İzmir,2018-01-01,Geothermal,0,0,0,0
Türkiye,İzmir,2018-01-01,Hydro,0,0,0,0
Türkiye,İzmir,2018-01-01,Other Fossil,78.41,6.3,54.89,10.39
Türkiye,İzmir,2018-01-01,Solar,6.39,0.51,0.31,0.06
Türkiye,İzmir,2018-01-01,Wind,369.04,29.66,4.06,0.77
Türkiye,İzmir,2018-02-01,Bioenergy,2.84,0.29,0.65,0.16
Türkiye,İzmir,2018-02-01,Coal,230.25,23.44,188.8,45.47
Türkiye,İzmir,2018-02-01,Gas,350.74,35.71,171.86,41.39
Türkiye,İzmir,2018-02-01,Geothermal,0,0,0,0
Türkiye,İzmir,2018-02-01,Hydro,0,0,0,0
Türkiye,İzmir,2018-02-01,Other Fossil,71.54,7.28,50.08,12.06
Türkiye,İzmir,2018-02-01,Solar,7.57,0.77,0.36,0.09
Türkiye,İzmir,2018-02-01,Wind,319.22,32.5,3.51,0.85
Türkiye,İzmir,2018-03-01,Bioenergy,3.38,0.3,0.78,0.18
Türkiye,İzmir,2018-03-01,Coal,242.81,21.69,199.1,45.87
Türkiye,İzmir,2018-03-01,Gas,368.47,32.92,180.55,41.6
Türkiye,İzmir,2018-03-01,Geothermal,0,0,0,0
Türkiye,İzmir,2018-03-01,Hydro,0,0,0,0
Türkiye,İzmir,2018-03-01,Other Fossil,69,6.17,48.3,11.13
Türkiye,İzmir,2018-03-01,Solar,14.65,1.31,0.7,0.16
Türkiye,İzmir,2018-03-01,Wind,420.91,37.61,4.63,1.07
Türkiye,İzmir,2018-04-01,Bioenergy,1.89,0.16,0.43,0.09
Türkiye,İzmir,2018-04-01,Coal,16.05,1.38,13.16,2.64
Türkiye,İzmir,2018-04-01,Gas,882.14,75.62,432.25,86.85
Türkiye,İzmir,2018-04-01,Geothermal,0,0,0,0
Türkiye,İzmir,2018-04-01,Hydro,0,0,0,0
Türkiye,İzmir,2018-04-01,Other Fossil,71.03,6.09,49.72,9.99
Türkiye,İzmir,2018-04-01,Solar,0,0,0,0
Türkiye,İzmir,2018-04-01,Wind,195.4,16.75,2.15,0.43
Türkiye,İzmir,2018-05-01,Bioenergy,2.94,0.2,0.68,0.1
Türkiye,İzmir,2018-05-01,Coal,232.52,15.78,190.67,27.62
Türkiye,İzmir,2018-05-01,Gas,906.29,61.52,444.08,64.32
Türkiye,İzmir,2018-05-01,Geothermal,0,0,0,0
Türkiye,İzmir,2018-05-01,Hydro,0,0,0,0
Türkiye,İzmir,2018-05-01,Other Fossil,73.14,4.97,51.2,7.42
Türkiye,İzmir,2018-05-01,Solar,24.33,1.65,1.17,0.17
Türkiye,İzmir,2018-05-01,Wind,233.85,15.88,2.57,0.37
Türkiye,İzmir,2018-06-01,Bioenergy,2.68,0.19,0.62,0.09
Türkiye,İzmir,2018-06-01,Coal,231.19,16.25,189.58,28.13
Türkiye,İzmir,2018-06-01,Gas,875.28,61.54,428.89,63.64
Türkiye,İzmir,2018-06-01,Geothermal,0,0,0,0
Türkiye,İzmir,2018-06-01,Hydro,0,0,0,0
Türkiye,İzmir,2018-06-01,Other Fossil,72.73,5.11,50.91,7.55
Türkiye,İzmir,2018-06-01,Solar,36,2.53,1.73,0.26
Türkiye,İzmir,2018-06-01,Wind,204.52,14.38,2.25,0.33
Türkiye,İzmir,2018-07-01,Bioenergy,2.62,0.15,0.6,0.07
Türkiye,İzmir,2018-07-01,Coal,258.13,14.5,211.67,25.42
Türkiye,İzmir,2018-07-01,Gas,1146.17,64.39,561.62,67.44
Türkiye,İzmir,2018-07-01,Geothermal,0,0,0,0
Türkiye,İzmir,2018-07-01,Hydro,0,0,0,0
Türkiye,İzmir,2018-07-01,Other Fossil,77.45,4.35,54.22,6.51
Türkiye,İzmir,2018-07-01,Solar,38.36,2.15,1.84,0.22
Türkiye,İzmir,2018-07-01,Wind,257.33,14.46,2.83,0.34
Türkiye,İzmir,2018-08-01,Bioenergy,2.78,0.16,0.64,0.09
Türkiye,İzmir,2018-08-01,Coal,259.19,14.97,212.54,28.72
Türkiye,İzmir,2018-08-01,Gas,956.32,55.23,468.6,63.31
Türkiye,İzmir,2018-08-01,Geothermal,0,0,0,0
Türkiye,İzmir,2018-08-01,Hydro,0,0,0,0
Türkiye,İzmir,2018-08-01,Other Fossil,74.81,4.32,52.37,7.08
Türkiye,İzmir,2018-08-01,Solar,31.71,1.83,1.52,0.21
Türkiye,İzmir,2018-08-01,Wind,406.57,23.48,4.47,0.6
Türkiye,İzmir,2018-09-01,Bioenergy,2.52,0.14,0.58,0.07
Türkiye,İzmir,2018-09-01,Coal,250.29,14.36,205.24,26.21
Türkiye,İzmir,2018-09-01,Gas,1063.59,61.01,521.16,66.55
Türkiye,İzmir,2018-09-01,Geothermal,0,0,0,0
Türkiye,İzmir,2018-09-01,Hydro,0,0,0,0
Türkiye,İzmir,2018-09-01,Other Fossil,73.2,4.2,51.24,6.54
Türkiye,İzmir,2018-09-01,Solar,27.75,1.59,1.33,0.17
Türkiye,İzmir,2018-09-01,Wind,325.89,18.69,3.58,0.46
Türkiye,İzmir,2018-10-01,Bioenergy,2.66,0.16,0.61,0.08
Türkiye,İzmir,2018-10-01,Coal,260.02,15.38,213.22,27.42
Türkiye,İzmir,2018-10-01,Gas,1104.5,65.33,541.2,69.6
Türkiye,İzmir,2018-10-01,Geothermal,0,0,0,0
Türkiye,İzmir,2018-10-01,Hydro,0,0,0,0
Türkiye,İzmir,2018-10-01,Other Fossil,26.25,1.55,18.38,2.36
Türkiye,İzmir,2018-10-01,Solar,24.16,1.43,1.16,0.15
Türkiye,İzmir,2018-10-01,Wind,273.09,16.15,3,0.39
Türkiye,İzmir,2018-11-01,Bioenergy,2.49,0.15,0.57,0.08
Türkiye,İzmir,2018-11-01,Coal,183.04,10.67,150.09,21.69
Türkiye,İzmir,2018-11-01,Gas,1054.57,61.49,516.74,74.66
Türkiye,İzmir,2018-11-01,Geothermal,0,0,0,0
Türkiye,İzmir,2018-11-01,Hydro,0,0,0,0
Türkiye,İzmir,2018-11-01,Other Fossil,27.39,1.6,19.17,2.77
Türkiye,İzmir,2018-11-01,Solar,17.29,1.01,0.83,0.12
Türkiye,İzmir,2018-11-01,Wind,430.27,25.09,4.73,0.68
Türkiye,İzmir,2018-12-01,Bioenergy,3.1,0.18,0.71,0.09
Türkiye,İzmir,2018-12-01,Coal,260.55,14.79,213.65,26.55
Türkiye,İzmir,2018-12-01,Gas,1083.64,61.5,530.98,66
Türkiye,İzmir,2018-12-01,Geothermal,0,0,0,0
Türkiye,İzmir,2018-12-01,Hydro,0,0,0,0
Türkiye,İzmir,2018-12-01,Other Fossil,78.6,4.46,55.02,6.84
Türkiye,İzmir,2018-12-01,Solar,13.44,0.76,0.65,0.08
Türkiye,İzmir,2018-12-01,Wind,322.73,18.32,3.55,0.44
Türkiye,İzmir,2019-01-01,Bioenergy,3.06,0.22,0.7,0.12
Türkiye,İzmir,2019-01-01,Coal,245.83,17.78,201.58,34.54
Türkiye,İzmir,2019-01-01,Gas,658.59,47.63,322.71,55.29
Türkiye,İzmir,2019-01-01,Geothermal,0,0,0,0
Türkiye,İzmir,2019-01-01,Hydro,0,0,0,0
Türkiye,İzmir,2019-01-01,Other Fossil,76.99,5.57,53.89,9.23
Türkiye,İzmir,2019-01-01,Solar,10.86,0.79,0.52,0.09
Türkiye,İzmir,2019-01-01,Wind,387.53,28.02,4.26,0.73
Türkiye,İzmir,2019-02-01,Bioenergy,2.38,0.24,0.55,0.14
Türkiye,İzmir,2019-02-01,Coal,229.39,23.35,188.1,49.29
Türkiye,İzmir,2019-02-01,Gas,295,30.03,144.55,37.88
Türkiye,İzmir,2019-02-01,Geothermal,0,0,0,0
Türkiye,İzmir,2019-02-01,Hydro,0,0,0,0
Türkiye,İzmir,2019-02-01,Other Fossil,61.93,6.3,43.35,11.36
Türkiye,İzmir,2019-02-01,Solar,20.14,2.05,0.97,0.25
Türkiye,İzmir,2019-02-01,Wind,373.44,38.02,4.11,1.08
Türkiye,İzmir,2019-03-01,Bioenergy,3.01,0.22,0.69,0.13
Türkiye,İzmir,2019-03-01,Coal,252.7,18.85,207.21,38.02
Türkiye,İzmir,2019-03-01,Gas,561.58,41.89,275.17,50.49
Türkiye,İzmir,2019-03-01,Geothermal,0,0,0,0
Türkiye,İzmir,2019-03-01,Hydro,0,0,0,0
Türkiye,İzmir,2019-03-01,Other Fossil,79.72,5.95,55.8,10.24
Türkiye,İzmir,2019-03-01,Solar,32.95,2.46,1.58,0.29
Türkiye,İzmir,2019-03-01,Wind,410.59,30.63,4.52,0.83
Türkiye,İzmir,2019-04-01,Bioenergy,2.97,0.23,0.68,0.13
Türkiye,İzmir,2019-04-01,Coal,81.36,6.27,66.72,13.15
Türkiye,İzmir,2019-04-01,Gas,814.88,62.79,399.29,78.72
Türkiye,İzmir,2019-04-01,Geothermal,0,0,0,0
Türkiye,İzmir,2019-04-01,Hydro,0,0,0,0
Türkiye,İzmir,2019-04-01,Other Fossil,50.75,3.91,35.52,7
Türkiye,İzmir,2019-04-01,Solar,32.29,2.49,1.55,0.31
Türkiye,İzmir,2019-04-01,Wind,315.61,24.32,3.47,0.68
Türkiye,İzmir,2019-05-01,Bioenergy,3.11,0.69,0.72,0.55
Türkiye,İzmir,2019-05-01,Coal,0,0,0,0
Türkiye,İzmir,2019-05-01,Gas,153.6,34.01,75.26,57
Türkiye,İzmir,2019-05-01,Geothermal,0,0,0,0
Türkiye,İzmir,2019-05-01,Hydro,0,0,0,0
Türkiye,İzmir,2019-05-01,Other Fossil,74.72,16.54,52.3,39.61
Türkiye,İzmir,2019-05-01,Solar,35.8,7.93,1.72,1.3
Türkiye,İzmir,2019-05-01,Wind,184.45,40.84,2.03,1.54
Türkiye,İzmir,2019-06-01,Bioenergy,2.9,0.34,0.67,0.22
Türkiye,İzmir,2019-06-01,Coal,165.97,19.59,136.1,45.67
Türkiye,İzmir,2019-06-01,Gas,219.89,25.96,107.75,36.16
Türkiye,İzmir,2019-06-01,Geothermal,0,0,0,0
Türkiye,İzmir,2019-06-01,Hydro,0,0,0,0
Türkiye,İzmir,2019-06-01,Other Fossil,68.2,8.05,47.74,16.02
Türkiye,İzmir,2019-06-01,Solar,38.73,4.57,1.86,0.62
Türkiye,İzmir,2019-06-01,Wind,351.4,41.48,3.87,1.3
Türkiye,İzmir,2019-07-01,Bioenergy,3.32,0.19,0.76,0.1
Türkiye,İzmir,2019-07-01,Coal,259.04,14.9,212.41,28.61
Türkiye,İzmir,2019-07-01,Gas,1048.24,60.31,513.64,69.18
Türkiye,İzmir,2019-07-01,Geothermal,0,0,0,0
Türkiye,İzmir,2019-07-01,Hydro,0,0,0,0
Türkiye,İzmir,2019-07-01,Other Fossil,13.59,0.78,9.51,1.28
Türkiye,İzmir,2019-07-01,Solar,42.34,2.44,2.03,0.27
Türkiye,İzmir,2019-07-01,Wind,371.6,21.38,4.09,0.55
Türkiye,İzmir,2019-08-01,Bioenergy,3.35,0.3,0.77,0.21
Türkiye,İzmir,2019-08-01,Coal,261.4,23.05,214.35,58.44
Türkiye,İzmir,2019-08-01,Gas,287.48,25.35,140.87,38.4
Türkiye,İzmir,2019-08-01,Geothermal,0,0,0,0
Türkiye,İzmir,2019-08-01,Hydro,0,0,0,0
Türkiye,İzmir,2019-08-01,Other Fossil,4.2,0.37,2.94,0.8
Türkiye,İzmir,2019-08-01,Solar,41.18,3.63,1.98,0.54
Türkiye,İzmir,2019-08-01,Wind,536.24,47.29,5.9,1.61
Türkiye,İzmir,2019-09-01,Bioenergy,3.28,0.33,0.75,0.2
Türkiye,İzmir,2019-09-01,Coal,229.71,22.8,188.36,51.05
Türkiye,İzmir,2019-09-01,Gas,353.5,35.09,173.22,46.95
Türkiye,İzmir,2019-09-01,Geothermal,0,0,0,0
Türkiye,İzmir,2019-09-01,Hydro,0,0,0,0
Türkiye,İzmir,2019-09-01,Other Fossil,1.03,0.1,0.72,0.2
Türkiye,İzmir,2019-09-01,Solar,35.16,3.49,1.69,0.46
Türkiye,İzmir,2019-09-01,Wind,384.68,38.19,4.23,1.15
Türkiye,İzmir,2019-10-01,Bioenergy,3.63,0.42,0.83,0.23
Türkiye,İzmir,2019-10-01,Coal,235.54,27.56,193.14,52.59
Türkiye,İzmir,2019-10-01,Gas,342.69,40.1,167.92,45.72
Türkiye,İzmir,2019-10-01,Geothermal,0,0,0,0
Türkiye,İzmir,2019-10-01,Hydro,0,0,0,0
Türkiye,İzmir,2019-10-01,Other Fossil,1.87,0.22,1.31,0.36
Türkiye,İzmir,2019-10-01,Solar,29.51,3.45,1.42,0.39
Türkiye,İzmir,2019-10-01,Wind,241.39,28.24,2.66,0.72
Türkiye,İzmir,2019-11-01,Bioenergy,4.81,0.55,1.11,0.29
Türkiye,İzmir,2019-11-01,Coal,257.54,29.67,211.18,55.08
Türkiye,İzmir,2019-11-01,Gas,339.65,39.13,166.43,43.41
Türkiye,İzmir,2019-11-01,Geothermal,0,0,0,0
Türkiye,İzmir,2019-11-01,Hydro,0,0,0,0
Türkiye,İzmir,2019-11-01,Other Fossil,1.51,0.17,1.06,0.28
Türkiye,İzmir,2019-11-01,Solar,19.51,2.25,0.94,0.25
Türkiye,İzmir,2019-11-01,Wind,245.03,28.23,2.7,0.7
Türkiye,İzmir,2019-12-01,Bioenergy,5.15,0.53,1.18,0.31
Türkiye,İzmir,2019-12-01,Coal,265.59,27.31,217.78,56.95
Türkiye,İzmir,2019-12-01,Gas,323.46,33.27,158.5,41.45
Türkiye,İzmir,2019-12-01,Geothermal,0,0,0,0
Türkiye,İzmir,2019-12-01,Hydro,0,0,0,0
Türkiye,İzmir,2019-12-01,Other Fossil,0.15,0.02,0.1,0.03
Türkiye,İzmir,2019-12-01,Solar,19.25,1.98,0.92,0.24
Türkiye,İzmir,2019-12-01,Wind,358.73,36.89,3.95,1.03
Türkiye,İzmir,2020-01-01,Bioenergy,5.45,0.5,1.25,0.36
Türkiye,İzmir,2020-01-01,Coal,265.31,24.56,217.55,62.54
Türkiye,İzmir,2020-01-01,Gas,247.11,22.88,121.08,34.81
Türkiye,İzmir,2020-01-01,Geothermal,0,0,0,0
Türkiye,İzmir,2020-01-01,Hydro,0,0,0,0
Türkiye,İzmir,2020-01-01,Other Fossil,1.21,0.11,0.85,0.24
Türkiye,İzmir,2020-01-01,Solar,25.51,2.36,1.22,0.35
Türkiye,İzmir,2020-01-01,Wind,535.55,49.58,5.89,1.69
Türkiye,İzmir,2020-02-01,Bioenergy,5.42,0.53,1.25,0.35
Türkiye,İzmir,2020-02-01,Coal,247.18,24.22,202.69,56.77
Türkiye,İzmir,2020-02-01,Gas,298.09,29.2,146.06,40.91
Türkiye,İzmir,2020-02-01,Geothermal,0,0,0,0
Türkiye,İzmir,2020-02-01,Hydro,0,0,0,0
Türkiye,İzmir,2020-02-01,Other Fossil,1.25,0.12,0.88,0.25
Türkiye,İzmir,2020-02-01,Solar,26.53,2.6,1.27,0.36
Türkiye,İzmir,2020-02-01,Wind,442.28,43.33,4.87,1.36
Türkiye,İzmir,2020-03-01,Bioenergy,5.79,0.63,1.33,0.46
Türkiye,İzmir,2020-03-01,Coal,164.32,17.84,134.74,46.33
Türkiye,İzmir,2020-03-01,Gas,299.59,32.52,146.8,50.47
Türkiye,İzmir,2020-03-01,Geothermal,0,0,0,0
Türkiye,İzmir,2020-03-01,Hydro,0,0,0,0
Türkiye,İzmir,2020-03-01,Other Fossil,2.43,0.26,1.7,0.58
