country,state,date,variable,generation_gwh,share_of_generation_pct,emissions_ktco2,share_of_emissions_pct
Türkiye,Antalya,2021-04-01,Coal,0,0,0,0
Türkiye,Antalya,2021-04-01,Gas,339.99,65.8,166.6,95.24
Türkiye,Antalya,2021-04-01,Geothermal,0,0,0,0
Türkiye,Antalya,2021-04-01,Hydro,134.6,26.05,3.23,1.85
Türkiye,Antalya,2021-04-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2021-04-01,Solar,25.22,4.88,1.21,0.69
Türkiye,Antalya,2021-04-01,Wind,0,0,0,0
Türkiye,Antalya,2021-05-01,Bioenergy,17.55,3.04,4.04,1.87
Türkiye,Antalya,2021-05-01,Coal,0,0,0,0
Türkiye,Antalya,2021-05-01,Gas,425.34,73.6,208.42,96.3
Türkiye,Antalya,2021-05-01,Geothermal,0,0,0,0
Türkiye,Antalya,2021-05-01,Hydro,104.76,18.13,2.51,1.16
Türkiye,Antalya,2021-05-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2021-05-01,Solar,30.27,5.24,1.45,0.67
Türkiye,Antalya,2021-05-01,Wind,0,0,0,0
Türkiye,Antalya,2021-06-01,Bioenergy,17.75,3.03,4.08,1.8
Türkiye,Antalya,2021-06-01,Coal,0,0,0,0
Türkiye,Antalya,2021-06-01,Gas,447.16,76.37,219.11,96.63
Türkiye,Antalya,2021-06-01,Geothermal,0,0,0,0
Türkiye,Antalya,2021-06-01,Hydro,92.42,15.78,2.22,0.98
Türkiye,Antalya,2021-06-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2021-06-01,Solar,28.22,4.82,1.35,0.6
Türkiye,Antalya,2021-06-01,Wind,0,0,0,0
Türkiye,Antalya,2021-07-01,Bioenergy,20.31,3.81,4.67,2.11
Türkiye,Antalya,2021-07-01,Coal,0,0,0,0
Türkiye,Antalya,2021-07-01,Gas,437.37,82.04,214.31,96.74
Türkiye,Antalya,2021-07-01,Geothermal,0,0,0,0
Türkiye,Antalya,2021-07-01,Hydro,44.69,8.38,1.07,0.48
Türkiye,Antalya,2021-07-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2021-07-01,Solar,30.74,5.77,1.48,0.67
Türkiye,Antalya,2021-07-01,Wind,0,0,0,0
Türkiye,Antalya,2021-08-01,Bioenergy,18.86,3.56,4.34,2
Türkiye,Antalya,2021-08-01,Coal,0,0,0,0
Türkiye,Antalya,2021-08-01,Gas,427.93,80.82,209.69,96.75
Türkiye,Antalya,2021-08-01,Geothermal,0,0,0,0
Türkiye,Antalya,2021-08-01,Hydro,52.51,9.92,1.26,0.58
Türkiye,Antalya,2021-08-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2021-08-01,Solar,30.21,5.71,1.45,0.67
Türkiye,Antalya,2021-08-01,Wind,0,0,0,0
Türkiye,Antalya,2021-09-01,Bioenergy,18.81,4.13,4.33,2.27
Türkiye,Antalya,2021-09-01,Coal,0,0,0,0
Türkiye,Antalya,2021-09-01,Gas,376.29,82.67,184.38,96.64
Türkiye,Antalya,2021-09-01,Geothermal,0,0,0,0
Türkiye,Antalya,2021-09-01,Hydro,32.92,7.23,0.79,0.41
Türkiye,Antalya,2021-09-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2021-09-01,Solar,27.14,5.96,1.3,0.68
Türkiye,Antalya,2021-09-01,Wind,0,0,0,0
Türkiye,Antalya,2021-10-01,Bioenergy,19.61,4.03,4.51,2.21
Türkiye,Antalya,2021-10-01,Coal,0,0,0,0
Türkiye,Antalya,2021-10-01,Gas,403.11,82.87,197.52,96.72
Türkiye,Antalya,2021-10-01,Geothermal,0,0,0,0
Türkiye,Antalya,2021-10-01,Hydro,36.55,7.51,0.88,0.43
Türkiye,Antalya,2021-10-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2021-10-01,Solar,27.14,5.58,1.3,0.64
Türkiye,Antalya,2021-10-01,Wind,0,0,0,0
Türkiye,Antalya,2021-11-01,Bioenergy,17.85,3.82,4.11,2.06
Türkiye,Antalya,2021-11-01,Coal,0,0,0,0
Türkiye,Antalya,2021-11-01,Gas,395.88,84.78,193.98,97.1
Türkiye,Antalya,2021-11-01,Geothermal,0,0,0,0
Türkiye,Antalya,2021-11-01,Hydro,35.86,7.68,0.86,0.43
Türkiye,Antalya,2021-11-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2021-11-01,Solar,17.37,3.72,0.83,0.42
Türkiye,Antalya,2021-11-01,Wind,0,0,0,0
Türkiye,Antalya,2021-12-01,Bioenergy,18.14,3.74,4.17,2.21
Türkiye,Antalya,2021-12-01,Coal,0,0,0,0
Türkiye,Antalya,2021-12-01,Gas,371.29,76.47,181.93,96.43
Türkiye,Antalya,2021-12-01,Geothermal,0,0,0,0
Türkiye,Antalya,2021-12-01,Hydro,84.76,17.46,2.03,1.08
Türkiye,Antalya,2021-12-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2021-12-01,Solar,11.34,2.34,0.54,0.29
Türkiye,Antalya,2021-12-01,Wind,0,0,0,0
Türkiye,Antalya,2022-01-01,Bioenergy,18.2,3.24,4.19,2.34
Türkiye,Antalya,2022-01-01,Coal,0,0,0,0
Türkiye,Antalya,2022-01-01,Gas,345.84,61.48,169.46,94.81
Türkiye,Antalya,2022-01-01,Geothermal,0,0,0,0
Türkiye,Antalya,2022-01-01,Hydro,185.13,32.91,4.44,2.48
Türkiye,Antalya,2022-01-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2022-01-01,Solar,13.39,2.38,0.64,0.36
Türkiye,Antalya,2022-01-01,Wind,0,0,0,0
Türkiye,Antalya,2022-02-01,Bioenergy,16.78,3.37,3.86,3.24
Türkiye,Antalya,2022-02-01,Coal,0,0,0,0
Türkiye,Antalya,2022-02-01,Gas,221.72,44.59,108.64,91.22
Türkiye,Antalya,2022-02-01,Geothermal,0,0,0,0
Türkiye,Antalya,2022-02-01,Hydro,242.48,48.77,5.82,4.89
Türkiye,Antalya,2022-02-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2022-02-01,Solar,16.25,3.27,0.78,0.65
Türkiye,Antalya,2022-02-01,Wind,0,0,0,0
Türkiye,Antalya,2022-03-01,Bioenergy,18.64,3.16,4.29,3.07
Türkiye,Antalya,2022-03-01,Coal,0,0,0,0
Türkiye,Antalya,2022-03-01,Gas,259.32,43.97,127.07,91.06
Türkiye,Antalya,2022-03-01,Geothermal,0,0,0,0
Türkiye,Antalya,2022-03-01,Hydro,282.67,47.93,6.78,4.86
Türkiye,Antalya,2022-03-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2022-03-01,Solar,29.18,4.95,1.4,1
Türkiye,Antalya,2022-03-01,Wind,0,0,0,0
Türkiye,Antalya,2022-04-01,Bioenergy,18.4,3.16,4.23,2.56
Türkiye,Antalya,2022-04-01,Coal,0,0,0,0
Türkiye,Antalya,2022-04-01,Gas,314.37,54.04,154.04,93.28
Türkiye,Antalya,2022-04-01,Geothermal,0,0,0,0
Türkiye,Antalya,2022-04-01,Hydro,211.69,36.39,5.08,3.08
Türkiye,Antalya,2022-04-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2022-04-01,Solar,37.25,6.4,1.79,1.08
Türkiye,Antalya,2022-04-01,Wind,0,0,0,0
Türkiye,Antalya,2022-05-01,Bioenergy,20.27,3.57,4.66,2.79
Türkiye,Antalya,2022-05-01,Coal,0,0,0,0
Türkiye,Antalya,2022-05-01,Gas,318.3,56.1,155.97,93.35
Türkiye,Antalya,2022-05-01,Geothermal,0,0,0,0
Türkiye,Antalya,2022-05-01,Hydro,189.12,33.33,4.54,2.72
Türkiye,Antalya,2022-05-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2022-05-01,Solar,39.73,7,1.91,1.14
Türkiye,Antalya,2022-05-01,Wind,0,0,0,0
Türkiye,Antalya,2022-06-01,Bioenergy,19.65,3.7,4.52,2.75
Türkiye,Antalya,2022-06-01,Coal,0,0,0,0
Türkiye,Antalya,2022-06-01,Gas,315.35,59.44,154.52,93.85
Türkiye,Antalya,2022-06-01,Geothermal,0,0,0,0
Türkiye,Antalya,2022-06-01,Hydro,157.82,29.75,3.79,2.3
Türkiye,Antalya,2022-06-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2022-06-01,Solar,37.69,7.1,1.81,1.1
Türkiye,Antalya,2022-06-01,Wind,0,0,0,0
Türkiye,Antalya,2022-07-01,Bioenergy,22.79,4.52,5.24,3.11
Türkiye,Antalya,2022-07-01,Coal,0,0,0,0
Türkiye,Antalya,2022-07-01,Gas,322.73,63.99,158.14,93.99
Türkiye,Antalya,2022-07-01,Geothermal,0,0,0,0
Türkiye,Antalya,2022-07-01,Hydro,113.92,22.59,2.73,1.62
Türkiye,Antalya,2022-07-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2022-07-01,Solar,44.87,8.9,2.15,1.28
Türkiye,Antalya,2022-07-01,Wind,0,0,0,0
Türkiye,Antalya,2022-08-01,Bioenergy,19.78,3.69,4.55,2.22
Türkiye,Antalya,2022-08-01,Coal,0,0,0,0
Türkiye,Antalya,2022-08-01,Gas,400.73,74.76,196.36,95.97
Türkiye,Antalya,2022-08-01,Geothermal,0,0,0,0
Türkiye,Antalya,2022-08-01,Hydro,77.27,14.41,1.85,0.9
Türkiye,Antalya,2022-08-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2022-08-01,Solar,38.27,7.14,1.84,0.9
Türkiye,Antalya,2022-08-01,Wind,0,0,0,0
Türkiye,Antalya,2022-09-01,Bioenergy,15.37,3.31,3.54,1.98
Türkiye,Antalya,2022-09-01,Coal,0,0,0,0
Türkiye,Antalya,2022-09-01,Gas,351.18,75.69,172.08,96.23
Türkiye,Antalya,2022-09-01,Geothermal,0,0,0,0
Türkiye,Antalya,2022-09-01,Hydro,61.28,13.21,1.47,0.82
Türkiye,Antalya,2022-09-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2022-09-01,Solar,36.13,7.79,1.73,0.97
Türkiye,Antalya,2022-09-01,Wind,0,0,0,0
Türkiye,Antalya,2022-10-01,Bioenergy,16.93,8.86,3.89,8.4
Türkiye,Antalya,2022-10-01,Coal,0,0,0,0
Türkiye,Antalya,2022-10-01,Gas,80.36,42.04,39.38,85.05
Türkiye,Antalya,2022-10-01,Geothermal,0,0,0,0
Türkiye,Antalya,2022-10-01,Hydro,61.48,32.17,1.48,3.2
Türkiye,Antalya,2022-10-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2022-10-01,Solar,32.36,16.93,1.55,3.35
Türkiye,Antalya,2022-10-01,Wind,0,0,0,0
Türkiye,Antalya,2022-11-01,Bioenergy,18.46,19.92,4.25,63.72
Türkiye,Antalya,2022-11-01,Coal,0,0,0,0
Türkiye,Antalya,2022-11-01,Gas,0.04,0.04,0.02,0.3
Türkiye,Antalya,2022-11-01,Geothermal,0,0,0,0
Türkiye,Antalya,2022-11-01,Hydro,48.58,52.42,1.17,17.54
Türkiye,Antalya,2022-11-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2022-11-01,Solar,25.59,27.61,1.23,18.44
Türkiye,Antalya,2022-11-01,Wind,0,0,0,0
Türkiye,Antalya,2022-12-01,Bioenergy,18.62,12.16,4.28,20.47
Türkiye,Antalya,2022-12-01,Coal,0,0,0,0
Türkiye,Antalya,2022-12-01,Gas,27.57,18,13.51,64.61
Türkiye,Antalya,2022-12-01,Geothermal,0,0,0,0
Türkiye,Antalya,2022-12-01,Hydro,83.79,54.7,2.01,9.61
Türkiye,Antalya,2022-12-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2022-12-01,Solar,23.2,15.15,1.11,5.31
Türkiye,Antalya,2022-12-01,Wind,0,0,0,0
Türkiye,Ardahan,2018-01-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2018-01-01,Coal,0,0,0,0
Türkiye,Ardahan,2018-01-01,Gas,0,0,0,0
Türkiye,Ardahan,2018-01-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2018-01-01,Hydro,9.32,100,0.22,100
Türkiye,Ardahan,2018-01-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2018-01-01,Solar,0,0,0,0
Türkiye,Ardahan,2018-01-01,Wind,0,0,0,0
Türkiye,Ardahan,2018-02-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2018-02-01,Coal,0,0,0,0
Türkiye,Ardahan,2018-02-01,Gas,0,0,0,0
Türkiye,Ardahan,2018-02-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2018-02-01,Hydro,7.73,100,0.19,100
Türkiye,Ardahan,2018-02-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2018-02-01,Solar,0,0,0,0
Türkiye,Ardahan,2018-02-01,Wind,0,0,0,0
Türkiye,Ardahan,2018-03-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2018-03-01,Coal,0,0,0,0
Türkiye,Ardahan,2018-03-01,Gas,0,0,0,0
Türkiye,Ardahan,2018-03-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2018-03-01,Hydro,40.92,99.88,0.98,100
Türkiye,Ardahan,2018-03-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2018-03-01,Solar,0.05,0.12,0,0
Türkiye,Ardahan,2018-03-01,Wind,0,0,0,0
Türkiye,Ardahan,2018-04-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2018-04-01,Coal,0,0,0,0
Türkiye,Ardahan,2018-04-01,Gas,0,0,0,0
Türkiye,Ardahan,2018-04-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2018-04-01,Hydro,96.14,99.8,2.31,99.57
Türkiye,Ardahan,2018-04-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2018-04-01,Solar,0.19,0.2,0.01,0.43
Türkiye,Ardahan,2018-04-01,Wind,0,0,0,0
Türkiye,Ardahan,2018-05-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2018-05-01,Coal,0,0,0,0
Türkiye,Ardahan,2018-05-01,Gas,0,0,0,0
Türkiye,Ardahan,2018-05-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2018-05-01,Hydro,112.34,99.87,2.7,99.63
Türkiye,Ardahan,2018-05-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2018-05-01,Solar,0.15,0.13,0.01,0.37
Türkiye,Ardahan,2018-05-01,Wind,0,0,0,0
Türkiye,Ardahan,2018-06-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2018-06-01,Coal,0,0,0,0
Türkiye,Ardahan,2018-06-01,Gas,0,0,0,0
Türkiye,Ardahan,2018-06-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2018-06-01,Hydro,94.72,99.81,2.27,99.56
Türkiye,Ardahan,2018-06-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2018-06-01,Solar,0.18,0.19,0.01,0.44
Türkiye,Ardahan,2018-06-01,Wind,0,0,0,0
Türkiye,Ardahan,2018-07-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2018-07-01,Coal,0,0,0,0
Türkiye,Ardahan,2018-07-01,Gas,0,0,0,0
Türkiye,Ardahan,2018-07-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2018-07-01,Hydro,40.27,99.51,0.97,98.98
Türkiye,Ardahan,2018-07-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2018-07-01,Solar,0.2,0.49,0.01,1.02
Türkiye,Ardahan,2018-07-01,Wind,0,0,0,0
Türkiye,Ardahan,2018-08-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2018-08-01,Coal,0,0,0,0
Türkiye,Ardahan,2018-08-01,Gas,0,0,0,0
Türkiye,Ardahan,2018-08-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2018-08-01,Hydro,29.03,99.35,0.7,98.59
Türkiye,Ardahan,2018-08-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2018-08-01,Solar,0.19,0.65,0.01,1.41
Türkiye,Ardahan,2018-08-01,Wind,0,0,0,0
Türkiye,Ardahan,2018-09-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2018-09-01,Coal,0,0,0,0
Türkiye,Ardahan,2018-09-01,Gas,0,0,0,0
Türkiye,Ardahan,2018-09-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2018-09-01,Hydro,18.07,99.01,0.43,97.73
Türkiye,Ardahan,2018-09-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2018-09-01,Solar,0.18,0.99,0.01,2.27
Türkiye,Ardahan,2018-09-01,Wind,0,0,0,0
Türkiye,Ardahan,2018-10-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2018-10-01,Coal,0,0,0,0
Türkiye,Ardahan,2018-10-01,Gas,0,0,0,0
Türkiye,Ardahan,2018-10-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2018-10-01,Hydro,14.92,99,0.36,97.3
Türkiye,Ardahan,2018-10-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2018-10-01,Solar,0.15,1,0.01,2.7
Türkiye,Ardahan,2018-10-01,Wind,0,0,0,0
Türkiye,Ardahan,2018-11-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2018-11-01,Coal,0,0,0,0
Türkiye,Ardahan,2018-11-01,Gas,0,0,0,0
Türkiye,Ardahan,2018-11-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2018-11-01,Hydro,18.06,99.39,0.43,97.73
Türkiye,Ardahan,2018-11-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2018-11-01,Solar,0.11,0.61,0.01,2.27
Türkiye,Ardahan,2018-11-01,Wind,0,0,0,0
Türkiye,Ardahan,2018-12-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2018-12-01,Coal,0,0,0,0
Türkiye,Ardahan,2018-12-01,Gas,0,0,0,0
Türkiye,Ardahan,2018-12-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2018-12-01,Hydro,25.93,99.81,0.62,100
Türkiye,Ardahan,2018-12-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2018-12-01,Solar,0.05,0.19,0,0
Türkiye,Ardahan,2018-12-01,Wind,0,0,0,0
Türkiye,Ardahan,2019-01-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2019-01-01,Coal,0,0,0,0
Türkiye,Ardahan,2019-01-01,Gas,0,0,0,0
Türkiye,Ardahan,2019-01-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2019-01-01,Hydro,13.62,99.27,0.33,100
Türkiye,Ardahan,2019-01-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2019-01-01,Solar,0.1,0.73,0,0
Türkiye,Ardahan,2019-01-01,Wind,0,0,0,0
Türkiye,Ardahan,2019-02-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2019-02-01,Coal,0,0,0,0
Türkiye,Ardahan,2019-02-01,Gas,0,0,0,0
Türkiye,Ardahan,2019-02-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2019-02-01,Hydro,23.97,99.42,0.58,98.31
Türkiye,Ardahan,2019-02-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2019-02-01,Solar,0.14,0.58,0.01,1.69
Türkiye,Ardahan,2019-02-01,Wind,0,0,0,0
Türkiye,Ardahan,2019-03-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2019-03-01,Coal,0,0,0,0
Türkiye,Ardahan,2019-03-01,Gas,0,0,0,0
Türkiye,Ardahan,2019-03-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2019-03-01,Hydro,25.68,99.3,0.62,98.41
Türkiye,Ardahan,2019-03-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2019-03-01,Solar,0.18,0.7,0.01,1.59
Türkiye,Ardahan,2019-03-01,Wind,0,0,0,0
Türkiye,Ardahan,2019-04-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2019-04-01,Coal,0,0,0,0
Türkiye,Ardahan,2019-04-01,Gas,0,0,0,0
Türkiye,Ardahan,2019-04-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2019-04-01,Hydro,92.26,99.84,2.21,99.55
Türkiye,Ardahan,2019-04-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2019-04-01,Solar,0.15,0.16,0.01,0.45
Türkiye,Ardahan,2019-04-01,Wind,0,0,0,0
Türkiye,Ardahan,2019-05-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2019-05-01,Coal,0,0,0,0
Türkiye,Ardahan,2019-05-01,Gas,0,0,0,0
Türkiye,Ardahan,2019-05-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2019-05-01,Hydro,156.63,99.87,3.76,99.73
Türkiye,Ardahan,2019-05-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2019-05-01,Solar,0.2,0.13,0.01,0.27
Türkiye,Ardahan,2019-05-01,Wind,0,0,0,0
Türkiye,Ardahan,2019-06-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2019-06-01,Coal,0,0,0,0
Türkiye,Ardahan,2019-06-01,Gas,0,0,0,0
Türkiye,Ardahan,2019-06-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2019-06-01,Hydro,59.26,99.7,1.42,99.3
Türkiye,Ardahan,2019-06-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2019-06-01,Solar,0.18,0.3,0.01,0.7
Türkiye,Ardahan,2019-06-01,Wind,0,0,0,0
Türkiye,Ardahan,2019-07-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2019-07-01,Coal,0,0,0,0
Türkiye,Ardahan,2019-07-01,Gas,0,0,0,0
Türkiye,Ardahan,2019-07-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2019-07-01,Hydro,38.13,99.45,0.92,98.92
Türkiye,Ardahan,2019-07-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2019-07-01,Solar,0.21,0.55,0.01,1.08
Türkiye,Ardahan,2019-07-01,Wind,0,0,0,0
Türkiye,Ardahan,2019-08-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2019-08-01,Coal,0,0,0,0
Türkiye,Ardahan,2019-08-01,Gas,0,0,0,0
Türkiye,Ardahan,2019-08-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2019-08-01,Hydro,27.39,99.28,0.66,98.51
Türkiye,Ardahan,2019-08-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2019-08-01,Solar,0.2,0.72,0.01,1.49
Türkiye,Ardahan,2019-08-01,Wind,0,0,0,0
Türkiye,Ardahan,2019-09-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2019-09-01,Coal,0,0,0,0
Türkiye,Ardahan,2019-09-01,Gas,0,0,0,0
Türkiye,Ardahan,2019-09-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2019-09-01,Hydro,20.2,99.17,0.48,97.96
Türkiye,Ardahan,2019-09-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2019-09-01,Solar,0.17,0.83,0.01,2.04
Türkiye,Ardahan,2019-09-01,Wind,0,0,0,0
Türkiye,Ardahan,2019-10-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2019-10-01,Coal,0,0,0,0
Türkiye,Ardahan,2019-10-01,Gas,0,0,0,0
Türkiye,Ardahan,2019-10-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2019-10-01,Hydro,15.88,98.88,0.38,97.44
Türkiye,Ardahan,2019-10-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2019-10-01,Solar,0.18,1.12,0.01,2.56
Türkiye,Ardahan,2019-10-01,Wind,0,0,0,0
Türkiye,Ardahan,2019-11-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2019-11-01,Coal,0,0,0,0
Türkiye,Ardahan,2019-11-01,Gas,0,0,0,0
Türkiye,Ardahan,2019-11-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2019-11-01,Hydro,13.32,98.96,0.32,96.97
Türkiye,Ardahan,2019-11-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2019-11-01,Solar,0.14,1.04,0.01,3.03
Türkiye,Ardahan,2019-11-01,Wind,0,0,0,0
Türkiye,Ardahan,2019-12-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2019-12-01,Coal,0,0,0,0
Türkiye,Ardahan,2019-12-01,Gas,0,0,0,0
Türkiye,Ardahan,2019-12-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2019-12-01,Hydro,14.24,99.44,0.34,100
Türkiye,Ardahan,2019-12-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2019-12-01,Solar,0.08,0.56,0,0
Türkiye,Ardahan,2019-12-01,Wind,0,0,0,0
Türkiye,Ardahan,2020-01-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2020-01-01,Coal,0,0,0,0
Türkiye,Ardahan,2020-01-01,Gas,0,0,0,0
Türkiye,Ardahan,2020-01-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2020-01-01,Hydro,12.61,99.21,0.3,100
Türkiye,Ardahan,2020-01-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2020-01-01,Solar,0.1,0.79,0,0
Türkiye,Ardahan,2020-01-01,Wind,0,0,0,0
Türkiye,Ardahan,2020-02-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2020-02-01,Coal,0,0,0,0
Türkiye,Ardahan,2020-02-01,Gas,0,0,0,0
Türkiye,Ardahan,2020-02-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2020-02-01,Hydro,13.76,98.99,0.33,97.06
Türkiye,Ardahan,2020-02-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2020-02-01,Solar,0.14,1.01,0.01,2.94
Türkiye,Ardahan,2020-02-01,Wind,0,0,0,0
Türkiye,Ardahan,2020-03-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2020-03-01,Coal,0,0,0,0
Türkiye,Ardahan,2020-03-01,Gas,0,0,0,0
Türkiye,Ardahan,2020-03-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2020-03-01,Hydro,33.99,99.3,0.82,98.8
Türkiye,Ardahan,2020-03-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2020-03-01,Solar,0.24,0.7,0.01,1.2
Türkiye,Ardahan,2020-03-01,Wind,0,0,0,0
Türkiye,Ardahan,2020-04-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2020-04-01,Coal,0,0,0,0
Türkiye,Ardahan,2020-04-01,Gas,0,0,0,0
Türkiye,Ardahan,2020-04-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2020-04-01,Hydro,54.34,99.51,1.3,99.24
Türkiye,Ardahan,2020-04-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2020-04-01,Solar,0.27,0.49,0.01,0.76
Türkiye,Ardahan,2020-04-01,Wind,0,0,0,0
Türkiye,Ardahan,2020-05-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2020-05-01,Coal,0,0,0,0
Türkiye,Ardahan,2020-05-01,Gas,0,0,0,0
Türkiye,Ardahan,2020-05-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2020-05-01,Hydro,130.39,99.79,3.13,99.68
Türkiye,Ardahan,2020-05-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2020-05-01,Solar,0.27,0.21,0.01,0.32
Türkiye,Ardahan,2020-05-01,Wind,0,0,0,0
Türkiye,Ardahan,2020-06-01,Bioenergy,0,0,0,0
Türkiye,Ardahan,2020-06-01,Coal,0,0,0,0
Türkiye,Ardahan,2020-06-01,Gas,0,0,0,0
Türkiye,Ardahan,2020-06-01,Geothermal,0,0,0,0
Türkiye,Ardahan,2020-06-01,Hydro,47.26,99.37,1.13,99.12
Türkiye,Ardahan,2020-06-01,Other Fossil,0,0,0,0
Türkiye,Ardahan,2020-06-01,Solar,0.3,0.63,0.01,0.88
