country,state,date,variable,generation_gwh,capacity_gw
India,Karnataka,2021-05-01,BIO,31.21,1.89
India,Karnataka,2021-05-01,COAL,1486.74,9.51
India,Karnataka,2021-05-01,GAS,0.0,0.0
India,Karnataka,2021-05-01,HYDRO,1128.56,4.92
India,Karnataka,2021-05-01,NUCLEAR,627.43,0.88
India,Karnataka,2021-05-01,OTHRENEW,0.0,0.0
India,Karnataka,2021-05-01,SOLAR,1145.81,7.41
India,Karnataka,2021-05-01,WIND,924.06,4.94
India,Karnataka,2021-06-01,BIO,50.48,1.9
India,Karnataka,2021-06-01,COAL,1029.79,9.51
India,Karnataka,2021-06-01,GAS,0.0,0.0
India,Karnataka,2021-06-01,HYDRO,1095.76,4.92
India,Karnataka,2021-06-01,NUCLEAR,630.18,0.88
India,Karnataka,2021-06-01,OTHRENEW,0.0,0.0
India,Karnataka,2021-06-01,SOLAR,1170.75,7.43
India,Karnataka,2021-06-01,WIND,1263.62,4.94
India,Karnataka,2021-07-01,BIO,634.49,1.9
India,Karnataka,2021-07-01,COAL,1808.62,9.51
India,Karnataka,2021-07-01,GAS,0.0,0.0
India,Karnataka,2021-07-01,HYDRO,1395.78,4.92
India,Karnataka,2021-07-01,NUCLEAR,579.24,0.88
India,Karnataka,2021-07-01,OTHRENEW,0.0,0.0
India,Karnataka,2021-07-01,SOLAR,933.85,7.45
India,Karnataka,2021-07-01,WIND,1688.59,4.94
India,Karnataka,2021-08-01,BIO,66.71,1.9
India,Karnataka,2021-08-01,COAL,2827.74,9.51
India,Karnataka,2021-08-01,GAS,0.0,0.0
India,Karnataka,2021-08-01,HYDRO,1754.99,4.92
India,Karnataka,2021-08-01,NUCLEAR,525.32,0.88
India,Karnataka,2021-08-01,OTHRENEW,0.0,0.0
India,Karnataka,2021-08-01,SOLAR,940.64,7.47
India,Karnataka,2021-08-01,WIND,1136.35,4.94
India,Karnataka,2021-09-01,BIO,69.37,1.9
India,Karnataka,2021-09-01,COAL,2343.81,9.51
India,Karnataka,2021-09-01,GAS,0.0,0.0
India,Karnataka,2021-09-01,HYDRO,1674.91,4.97
India,Karnataka,2021-09-01,NUCLEAR,628.03,0.88
India,Karnataka,2021-09-01,OTHRENEW,0.0,0.0
India,Karnataka,2021-09-01,SOLAR,1051.03,7.47
India,Karnataka,2021-09-01,WIND,1270.42,5.0
India,Karnataka,2021-10-01,BIO,178.56,1.9
India,Karnataka,2021-10-01,COAL,2793.73,9.51
India,Karnataka,2021-10-01,GAS,0.0,0.0
India,Karnataka,2021-10-01,HYDRO,1518.57,4.97
India,Karnataka,2021-10-01,NUCLEAR,632.07,0.88
India,Karnataka,2021-10-01,OTHRENEW,0.0,0.0
India,Karnataka,2021-10-01,SOLAR,1022.38,7.51
India,Karnataka,2021-10-01,WIND,366.59,5.04
India,Karnataka,2021-11-01,BIO,450.78,1.9
India,Karnataka,2021-11-01,COAL,1906.58,9.51
India,Karnataka,2021-11-01,GAS,0.0,0.0
India,Karnataka,2021-11-01,HYDRO,1191.02,4.97
India,Karnataka,2021-11-01,NUCLEAR,642.6,0.88
India,Karnataka,2021-11-01,OTHRENEW,0.0,0.0
India,Karnataka,2021-11-01,SOLAR,785.91,7.51
India,Karnataka,2021-11-01,WIND,506.41,5.07
India,Karnataka,2021-12-01,BIO,534.53,1.9
India,Karnataka,2021-12-01,COAL,2621.43,9.51
India,Karnataka,2021-12-01,GAS,0.0,0.0
India,Karnataka,2021-12-01,HYDRO,1212.54,4.97
India,Karnataka,2021-12-01,NUCLEAR,676.26,0.88
India,Karnataka,2021-12-01,OTHRENEW,0.0,0.0
India,Karnataka,2021-12-01,SOLAR,1102.02,7.52
India,Karnataka,2021-12-01,WIND,468.36,5.07
India,Karnataka,2022-01-01,BIO,509.15,1.9
India,Karnataka,2022-01-01,COAL,3138.16,9.51
India,Karnataka,2022-01-01,GAS,0.0,0.0
India,Karnataka,2022-01-01,HYDRO,1343.74,4.97
India,Karnataka,2022-01-01,NUCLEAR,675.18,0.88
India,Karnataka,2022-01-01,OTHRENEW,0.0,0.0
India,Karnataka,2022-01-01,SOLAR,1181.3,7.53
India,Karnataka,2022-01-01,WIND,459.06,5.08
India,Karnataka,2022-02-01,BIO,468.8,1.9
India,Karnataka,2022-02-01,COAL,2963.06,9.51
India,Karnataka,2022-02-01,GAS,0.0,0.0
India,Karnataka,2022-02-01,HYDRO,1319.44,4.97
India,Karnataka,2022-02-01,NUCLEAR,607.78,0.88
India,Karnataka,2022-02-01,OTHRENEW,0.0,0.0
India,Karnataka,2022-02-01,SOLAR,1250.99,7.57
India,Karnataka,2022-02-01,WIND,416.04,5.08
India,Karnataka,2022-03-01,BIO,465.61,1.9
India,Karnataka,2022-03-01,COAL,3944.38,9.51
India,Karnataka,2022-03-01,GAS,0.0,0.0
India,Karnataka,2022-03-01,HYDRO,1665.08,4.97
India,Karnataka,2022-03-01,NUCLEAR,672.23,0.88
India,Karnataka,2022-03-01,OTHRENEW,0.0,0.0
India,Karnataka,2022-03-01,SOLAR,1305.3,7.59
India,Karnataka,2022-03-01,WIND,514.19,5.13
India,Karnataka,2022-04-01,BIO,303.83,1.9
India,Karnataka,2022-04-01,COAL,3903.98,9.51
India,Karnataka,2022-04-01,GAS,0.0,0.0
India,Karnataka,2022-04-01,HYDRO,1469.96,4.97
India,Karnataka,2022-04-01,NUCLEAR,647.44,0.88
India,Karnataka,2022-04-01,OTHRENEW,0.0,0.0
India,Karnataka,2022-04-01,SOLAR,1229.97,7.6
India,Karnataka,2022-04-01,WIND,403.01,5.13
India,Karnataka,2022-05-01,BIO,134.62,1.9
India,Karnataka,2022-05-01,COAL,3527.54,9.51
India,Karnataka,2022-05-01,GAS,0.0,0.0
India,Karnataka,2022-05-01,HYDRO,1170.64,4.97
India,Karnataka,2022-05-01,NUCLEAR,667.72,0.88
India,Karnataka,2022-05-01,OTHRENEW,0.0,0.0
India,Karnataka,2022-05-01,SOLAR,1321.06,7.6
India,Karnataka,2022-05-01,WIND,1111.42,5.17
India,Karnataka,2022-06-01,BIO,89.66,1.9
India,Karnataka,2022-06-01,COAL,3500.34,9.51
India,Karnataka,2022-06-01,GAS,0.0,0.0
India,Karnataka,2022-06-01,HYDRO,738.86,4.97
India,Karnataka,2022-06-01,NUCLEAR,618.88,0.88
India,Karnataka,2022-06-01,OTHRENEW,0.0,0.0
India,Karnataka,2022-06-01,SOLAR,1133.93,7.6
India,Karnataka,2022-06-01,WIND,1190.49,5.18
India,Karnataka,2022-07-01,BIO,66.34,1.9
India,Karnataka,2022-07-01,COAL,1990.6,9.51
India,Karnataka,2022-07-01,GAS,0.0,0.0
India,Karnataka,2022-07-01,HYDRO,1490.8,4.97
India,Karnataka,2022-07-01,NUCLEAR,675.59,0.88
India,Karnataka,2022-07-01,OTHRENEW,0.0,0.0
India,Karnataka,2022-07-01,SOLAR,925.97,7.68
India,Karnataka,2022-07-01,WIND,1533.69,5.22
India,Karnataka,2022-08-01,BIO,62.15,1.9
India,Karnataka,2022-08-01,COAL,2074.05,9.51
India,Karnataka,2022-08-01,GAS,0.0,0.0
India,Karnataka,2022-08-01,HYDRO,1649.07,4.97
India,Karnataka,2022-08-01,NUCLEAR,659.84,0.88
India,Karnataka,2022-08-01,OTHRENEW,0.0,0.0
India,Karnataka,2022-08-01,SOLAR,1014.75,7.77
India,Karnataka,2022-08-01,WIND,1317.08,5.26
India,Kerala,2019-01-01,BIO,0.0,
India,Kerala,2019-01-01,COAL,0.0,
India,Kerala,2019-01-01,GAS,0.0,
India,Kerala,2019-01-01,HYDRO,368.47,
India,Kerala,2019-01-01,NUCLEAR,0.0,
India,Kerala,2019-01-01,OTHRENEW,0.0,
India,Kerala,2019-01-01,SOLAR,11.98,
India,Kerala,2019-01-01,WIND,6.7,
India,Kerala,2019-02-01,BIO,0.0,
India,Kerala,2019-02-01,COAL,0.15,
India,Kerala,2019-02-01,GAS,0.81,
India,Kerala,2019-02-01,HYDRO,441.02,
India,Kerala,2019-02-01,NUCLEAR,0.0,
India,Kerala,2019-02-01,OTHRENEW,0.0,
India,Kerala,2019-02-01,SOLAR,11.4,
India,Kerala,2019-02-01,WIND,5.7,
India,Kerala,2019-03-01,BIO,0.0,0.0
India,Kerala,2019-03-01,COAL,2.69,0.16
India,Kerala,2019-03-01,GAS,0.0,0.53
India,Kerala,2019-03-01,HYDRO,622.45,2.08
India,Kerala,2019-03-01,NUCLEAR,0.0,0.0
India,Kerala,2019-03-01,OTHRENEW,0.0,0.0
India,Kerala,2019-03-01,SOLAR,13.08,0.14
India,Kerala,2019-03-01,WIND,4.54,0.05
India,Kerala,2019-04-01,BIO,0.0,0.0
India,Kerala,2019-04-01,COAL,5.38,0.16
India,Kerala,2019-04-01,GAS,0.0,0.53
India,Kerala,2019-04-01,HYDRO,630.47,2.08
India,Kerala,2019-04-01,NUCLEAR,0.0,0.0
India,Kerala,2019-04-01,OTHRENEW,0.0,0.0
India,Kerala,2019-04-01,SOLAR,11.75,0.14
India,Kerala,2019-04-01,WIND,4.84,0.05
India,Kerala,2019-05-01,BIO,0.0,0.0
India,Kerala,2019-05-01,COAL,6.46,0.16
India,Kerala,2019-05-01,GAS,0.0,0.53
India,Kerala,2019-05-01,HYDRO,709.02,2.08
India,Kerala,2019-05-01,NUCLEAR,0.0,0.0
India,Kerala,2019-05-01,OTHRENEW,0.0,0.0
India,Kerala,2019-05-01,SOLAR,11.0,0.14
India,Kerala,2019-05-01,WIND,13.8,0.05
India,Kerala,2019-06-01,BIO,0.0,0.0
India,Kerala,2019-06-01,COAL,0.1,0.16
India,Kerala,2019-06-01,GAS,0.0,0.53
India,Kerala,2019-06-01,HYDRO,388.88,2.08
India,Kerala,2019-06-01,NUCLEAR,0.0,0.0
India,Kerala,2019-06-01,OTHRENEW,0.0,0.0
India,Kerala,2019-06-01,SOLAR,9.18,0.14
India,Kerala,2019-06-01,WIND,16.29,0.05
India,Kerala,2019-07-01,BIO,0.0,0.0
India,Kerala,2019-07-01,COAL,0.1,0.16
India,Kerala,2019-07-01,GAS,0.0,0.53
India,Kerala,2019-07-01,HYDRO,329.94,2.08
India,Kerala,2019-07-01,NUCLEAR,0.0,0.0
India,Kerala,2019-07-01,OTHRENEW,0.0,0.0
India,Kerala,2019-07-01,SOLAR,8.71,0.14
India,Kerala,2019-07-01,WIND,16.85,0.06
India,Kerala,2019-08-01,BIO,0.0,0.0
India,Kerala,2019-08-01,COAL,0.0,0.16
India,Kerala,2019-08-01,GAS,0.0,0.53
India,Kerala,2019-08-01,HYDRO,489.19,2.08
India,Kerala,2019-08-01,NUCLEAR,0.0,0.0
India,Kerala,2019-08-01,OTHRENEW,0.0,0.0
India,Kerala,2019-08-01,SOLAR,9.54,0.14
India,Kerala,2019-08-01,WIND,14.66,0.06
India,Kerala,2019-09-01,BIO,4.12,0.0
India,Kerala,2019-09-01,COAL,0.0,0.16
India,Kerala,2019-09-01,GAS,0.0,0.53
India,Kerala,2019-09-01,HYDRO,587.87,2.08
India,Kerala,2019-09-01,NUCLEAR,0.0,0.0
India,Kerala,2019-09-01,OTHRENEW,0.0,0.0
India,Kerala,2019-09-01,SOLAR,12.6,0.14
India,Kerala,2019-09-01,WIND,11.44,0.06
India,Kerala,2019-10-01,BIO,3.9,0.0
India,Kerala,2019-10-01,COAL,0.0,0.16
India,Kerala,2019-10-01,GAS,0.0,0.53
India,Kerala,2019-10-01,HYDRO,581.81,2.08
India,Kerala,2019-10-01,NUCLEAR,0.0,0.0
India,Kerala,2019-10-01,OTHRENEW,0.0,0.0
India,Kerala,2019-10-01,SOLAR,12.19,0.14
India,Kerala,2019-10-01,WIND,5.16,0.06
India,Kerala,2019-11-01,BIO,1.65,0.0
India,Kerala,2019-11-01,COAL,0.0,0.16
India,Kerala,2019-11-01,GAS,0.0,0.53
India,Kerala,2019-11-01,HYDRO,508.52,2.08
India,Kerala,2019-11-01,NUCLEAR,0.0,0.0
India,Kerala,2019-11-01,OTHRENEW,0.0,0.0
India,Kerala,2019-11-01,SOLAR,12.81,0.14
India,Kerala,2019-11-01,WIND,6.64,0.06
India,Kerala,2019-12-01,BIO,1.36,0.0
India,Kerala,2019-12-01,COAL,0.0,0.16
India,Kerala,2019-12-01,GAS,0.0,0.53
India,Kerala,2019-12-01,HYDRO,414.59,2.08
India,Kerala,2019-12-01,NUCLEAR,0.0,0.0
India,Kerala,2019-12-01,OTHRENEW,0.0,0.0
India,Kerala,2019-12-01,SOLAR,10.69,0.14
India,Kerala,2019-12-01,WIND,9.83,0.06
India,Kerala,2020-01-01,BIO,0.0,0.0
India,Kerala,2020-01-01,COAL,0.0,0.16
India,Kerala,2020-01-01,GAS,0.0,0.53
India,Kerala,2020-01-01,HYDRO,448.63,2.08
India,Kerala,2020-01-01,NUCLEAR,0.0,0.0
India,Kerala,2020-01-01,OTHRENEW,0.0,0.0
India,Kerala,2020-01-01,SOLAR,13.99,0.14
India,Kerala,2020-01-01,WIND,7.95,0.06
India,Kerala,2020-02-01,BIO,0.0,0.0
India,Kerala,2020-02-01,COAL,0.0,0.16
India,Kerala,2020-02-01,GAS,0.0,0.53
India,Kerala,2020-02-01,HYDRO,412.25,2.08
India,Kerala,2020-02-01,NUCLEAR,0.0,0.0
India,Kerala,2020-02-01,OTHRENEW,0.0,0.0
India,Kerala,2020-02-01,SOLAR,14.04,0.14
India,Kerala,2020-02-01,WIND,8.15,0.06
India,Kerala,2020-03-01,BIO,0.0,0.0
India,Kerala,2020-03-01,COAL,0.0,0.16
India,Kerala,2020-03-01,GAS,0.0,0.53
India,Kerala,2020-03-01,HYDRO,486.8,2.08
India,Kerala,2020-03-01,NUCLEAR,0.0,0.0
India,Kerala,2020-03-01,OTHRENEW,0.0,0.0
India,Kerala,2020-03-01,SOLAR,17.1,0.14
India,Kerala,2020-03-01,WIND,4.15,0.06
India,Kerala,2020-04-01,BIO,1.63,0.0
India,Kerala,2020-04-01,COAL,0.0,0.16
India,Kerala,2020-04-01,GAS,0.0,0.53
India,Kerala,2020-04-01,HYDRO,542.36,2.08
India,Kerala,2020-04-01,NUCLEAR,0.0,0.0
India,Kerala,2020-04-01,OTHRENEW,0.0,0.0
India,Kerala,2020-04-01,SOLAR,14.83,0.14
India,Kerala,2020-04-01,WIND,4.16,0.06
India,Kerala,2020-05-01,BIO,4.18,0.0
India,Kerala,2020-05-01,COAL,0.0,0.16
India,Kerala,2020-05-01,GAS,0.0,0.53
India,Kerala,2020-05-01,HYDRO,688.58,2.08
India,Kerala,2020-05-01,NUCLEAR,0.0,0.0
India,Kerala,2020-05-01,OTHRENEW,0.0,0.0
India,Kerala,2020-05-01,SOLAR,14.17,0.14
India,Kerala,2020-05-01,WIND,11.97,0.06
India,Kerala,2020-06-01,BIO,4.19,0.0
India,Kerala,2020-06-01,COAL,0.0,0.16
India,Kerala,2020-06-01,GAS,0.0,0.53
India,Kerala,2020-06-01,HYDRO,525.77,2.08
India,Kerala,2020-06-01,NUCLEAR,0.0,0.0
India,Kerala,2020-06-01,OTHRENEW,0.0,0.0
India,Kerala,2020-06-01,SOLAR,11.1,0.15
India,Kerala,2020-06-01,WIND,18.23,0.06
India,Kerala,2020-07-01,BIO,4.15,0.0
India,Kerala,2020-07-01,COAL,0.0,0.16
India,Kerala,2020-07-01,GAS,0.0,0.53
India,Kerala,2020-07-01,HYDRO,454.96,2.08
India,Kerala,2020-07-01,NUCLEAR,0.0,0.0
India,Kerala,2020-07-01,OTHRENEW,0.0,0.0
India,Kerala,2020-07-01,SOLAR,21.32,0.15
India,Kerala,2020-07-01,WIND,16.31,0.06
India,Kerala,2020-08-01,BIO,4.28,0.0
India,Kerala,2020-08-01,COAL,0.0,0.16
India,Kerala,2020-08-01,GAS,0.0,0.53
India,Kerala,2020-08-01,HYDRO,643.15,2.08
India,Kerala,2020-08-01,NUCLEAR,0.0,0.0
India,Kerala,2020-08-01,OTHRENEW,0.0,0.0
India,Kerala,2020-08-01,SOLAR,25.09,0.15
India,Kerala,2020-08-01,WIND,16.65,0.06
India,Kerala,2020-09-01,BIO,3.93,0.0
India,Kerala,2020-09-01,COAL,0.0,0.16
India,Kerala,2020-09-01,GAS,0.0,0.53
India,Kerala,2020-09-01,HYDRO,686.66,2.08
India,Kerala,2020-09-01,NUCLEAR,0.0,0.0
India,Kerala,2020-09-01,OTHRENEW,0.0,0.0
India,Kerala,2020-09-01,SOLAR,23.28,0.15
India,Kerala,2020-09-01,WIND,15.31,0.06
India,Kerala,2020-10-01,BIO,4.08,0.0
India,Kerala,2020-10-01,COAL,0.0,0.16
India,Kerala,2020-10-01,GAS,0.0,0.53
India,Kerala,2020-10-01,HYDRO,777.08,2.08
India,Kerala,2020-10-01,NUCLEAR,0.0,0.0
India,Kerala,2020-10-01,OTHRENEW,0.0,0.0
India,Kerala,2020-10-01,SOLAR,31.61,0.15
India,Kerala,2020-10-01,WIND,13.72,0.06
India,Kerala,2020-11-01,BIO,4.09,0.0
India,Kerala,2020-11-01,COAL,0.0,0.16
India,Kerala,2020-11-01,GAS,0.0,0.53
India,Kerala,2020-11-01,HYDRO,537.72,2.08
India,Kerala,2020-11-01,NUCLEAR,0.0,0.0
India,Kerala,2020-11-01,OTHRENEW,0.0,0.0
India,Kerala,2020-11-01,SOLAR,27.87,0.15
India,Kerala,2020-11-01,WIND,6.4,0.06
India,Kerala,2020-12-01,BIO,4.02,0.0
India,Kerala,2020-12-01,COAL,2.33,0.16
India,Kerala,2020-12-01,GAS,0.66,0.53
India,Kerala,2020-12-01,HYDRO,495.61,2.08
India,Kerala,2020-12-01,NUCLEAR,0.0,0.0
India,Kerala,2020-12-01,OTHRENEW,0.0,0.0
India,Kerala,2020-12-01,SOLAR,24.99,0.15
India,Kerala,2020-12-01,WIND,8.03,0.06
India,Kerala,2021-01-01,BIO,4.2,0.0
India,Kerala,2021-01-01,COAL,4.86,0.16
India,Kerala,2021-01-01,GAS,0.0,0.53
India,Kerala,2021-01-01,HYDRO,595.67,2.09
India,Kerala,2021-01-01,NUCLEAR,0.0,0.0
India,Kerala,2021-01-01,OTHRENEW,0.0,0.0
India,Kerala,2021-01-01,SOLAR,30.87,0.19
India,Kerala,2021-01-01,WIND,8.42,0.06
India,Kerala,2021-02-01,BIO,2.58,0.0
India,Kerala,2021-02-01,COAL,0.64,0.16
India,Kerala,2021-02-01,GAS,0.0,0.53
India,Kerala,2021-02-01,HYDRO,637.35,2.09
India,Kerala,2021-02-01,NUCLEAR,0.0,0.0
India,Kerala,2021-02-01,OTHRENEW,0.0,0.0
India,Kerala,2021-02-01,SOLAR,14.04,0.26
India,Kerala,2021-02-01,WIND,5.87,0.06
India,Kerala,2021-03-01,BIO,4.36,0.0
India,Kerala,2021-03-01,COAL,0.0,0.16
India,Kerala,2021-03-01,GAS,100.75,0.53
India,Kerala,2021-03-01,HYDRO,684.07,2.09
India,Kerala,2021-03-01,NUCLEAR,0.0,0.0
India,Kerala,2021-03-01,OTHRENEW,0.0,0.0
India,Kerala,2021-03-01,SOLAR,36.29,0.26
India,Kerala,2021-03-01,WIND,5.35,0.06
India,Kerala,2021-04-01,BIO,3.9,0.0
India,Kerala,2021-04-01,COAL,0.0,0.16
India,Kerala,2021-04-01,GAS,0.0,0.53
India,Kerala,2021-04-01,HYDRO,700.74,2.09
India,Kerala,2021-04-01,NUCLEAR,0.0,0.0
India,Kerala,2021-04-01,OTHRENEW,0.0,0.0
India,Kerala,2021-04-01,SOLAR,41.42,0.26
India,Kerala,2021-04-01,WIND,6.89,0.06
India,Kerala,2021-05-01,BIO,3.78,0.0
India,Kerala,2021-05-01,COAL,0.0,0.16
India,Kerala,2021-05-01,GAS,0.0,0.53
India,Kerala,2021-05-01,HYDRO,760.67,2.09
India,Kerala,2021-05-01,NUCLEAR,0.0,0.0
India,Kerala,2021-05-01,OTHRENEW,0.0,0.0
India,Kerala,2021-05-01,SOLAR,37.84,0.26
India,Kerala,2021-05-01,WIND,12.36,0.06
India,Kerala,2021-06-01,BIO,3.95,0.0
India,Kerala,2021-06-01,COAL,0.0,0.16
India,Kerala,2021-06-01,GAS,0.0,0.53
India,Kerala,2021-06-01,HYDRO,764.29,2.09
India,Kerala,2021-06-01,NUCLEAR,0.0,0.0
India,Kerala,2021-06-01,OTHRENEW,0.0,0.0
India,Kerala,2021-06-01,SOLAR,43.02,0.28
India,Kerala,2021-06-01,WIND,17.52,0.06
India,Kerala,2021-07-01,BIO,4.23,0.0
India,Kerala,2021-07-01,COAL,0.0,0.16
India,Kerala,2021-07-01,GAS,0.0,0.53
India,Kerala,2021-07-01,HYDRO,1019.66,2.09
India,Kerala,2021-07-01,NUCLEAR,0.0,0.0
India,Kerala,2021-07-01,OTHRENEW,0.0,0.0
India,Kerala,2021-07-01,SOLAR,33.1,0.29
India,Kerala,2021-07-01,WIND,19.47,0.06
India,Kerala,2021-08-01,BIO,4.3,0.0
India,Kerala,2021-08-01,COAL,0.0,0.16
India,Kerala,2021-08-01,GAS,0.0,0.53
India,Kerala,2021-08-01,HYDRO,1041.09,2.09
India,Kerala,2021-08-01,NUCLEAR,0.0,0.0
India,Kerala,2021-08-01,OTHRENEW,0.0,0.0
India,Kerala,2021-08-01,SOLAR,34.73,0.31
India,Kerala,2021-08-01,WIND,19.31,0.06
India,Kerala,2021-09-01,BIO,3.96,0.0
India,Kerala,2021-09-01,COAL,0.0,0.16
India,Kerala,2021-09-01,GAS,0.0,0.53
India,Kerala,2021-09-01,HYDRO,754.53,2.09
India,Kerala,2021-09-01,NUCLEAR,0.0,0.0
India,Kerala,2021-09-01,OTHRENEW,0.0,0.0
India,Kerala,2021-09-01,SOLAR,39.01,0.31
India,Kerala,2021-09-01,WIND,16.92,0.06
India,Kerala,2021-10-01,BIO,4.13,0.0
India,Kerala,2021-10-01,COAL,0.0,0.16
India,Kerala,2021-10-01,GAS,0.0,0.53
India,Kerala,2021-10-01,HYDRO,1085.98,2.09
India,Kerala,2021-10-01,NUCLEAR,0.0,0.0
India,Kerala,2021-10-01,OTHRENEW,0.0,0.0
India,Kerala,2021-10-01,SOLAR,39.24,0.33
India,Kerala,2021-10-01,WIND,7.64,0.06
India,Kerala,2021-11-01,BIO,4.13,0.0
India,Kerala,2021-11-01,COAL,0.0,0.16
India,Kerala,2021-11-01,GAS,0.0,0.53
India,Kerala,2021-11-01,HYDRO,1163.62,2.1
India,Kerala,2021-11-01,NUCLEAR,0.0,0.0
India,Kerala,2021-11-01,OTHRENEW,0.0,0.0
India,Kerala,2021-11-01,SOLAR,35.46,0.33
India,Kerala,2021-11-01,WIND,5.22,0.06
India,Kerala,2021-12-01,BIO,4.28,0.0
India,Kerala,2021-12-01,COAL,0.0,0.16
India,Kerala,2021-12-01,GAS,0.0,0.53
India,Kerala,2021-12-01,HYDRO,791.77,2.1
India,Kerala,2021-12-01,NUCLEAR,0.0,0.0
India,Kerala,2021-12-01,OTHRENEW,0.0,0.0
India,Kerala,2021-12-01,SOLAR,40.3,0.34
India,Kerala,2021-12-01,WIND,7.2,0.06
India,Kerala,2022-01-01,BIO,4.33,0.0
India,Kerala,2022-01-01,COAL,0.0,0.16
India,Kerala,2022-01-01,GAS,0.0,0.53
India,Kerala,2022-01-01,HYDRO,664.56,2.1
India,Kerala,2022-01-01,NUCLEAR,0.0,0.0
India,Kerala,2022-01-01,OTHRENEW,0.0,0.0
India,Kerala,2022-01-01,SOLAR,48.53,0.35
India,Kerala,2022-01-01,WIND,6.28,0.06
India,Kerala,2022-02-01,BIO,3.65,0.0
India,Kerala,2022-02-01,COAL,0.0,0.16
India,Kerala,2022-02-01,GAS,0.0,0.53
India,Kerala,2022-02-01,HYDRO,665.68,2.1
India,Kerala,2022-02-01,NUCLEAR,0.0,0.0
India,Kerala,2022-02-01,OTHRENEW,0.0,0.0
India,Kerala,2022-02-01,SOLAR,49.69,0.35
India,Kerala,2022-02-01,WIND,4.5,0.06
India,Kerala,2022-03-01,BIO,4.29,0.0
India,Kerala,2022-03-01,COAL,0.0,0.16
India,Kerala,2022-03-01,GAS,0.0,0.53
India,Kerala,2022-03-01,HYDRO,837.19,2.1
India,Kerala,2022-03-01,NUCLEAR,0.0,0.0
India,Kerala,2022-03-01,OTHRENEW,0.0,0.0
India,Kerala,2022-03-01,SOLAR,54.58,0.36
India,Kerala,2022-03-01,WIND,13.1,0.06
India,Kerala,2022-04-01,BIO,2.43,0.0
India,Kerala,2022-04-01,COAL,0.12,0.16
India,Kerala,2022-04-01,GAS,0.0,0.53
India,Kerala,2022-04-01,HYDRO,837.63,2.1
India,Kerala,2022-04-01,NUCLEAR,0.0,0.0
India,Kerala,2022-04-01,OTHRENEW,0.0,0.0
India,Kerala,2022-04-01,SOLAR,56.1,0.42
India,Kerala,2022-04-01,WIND,4.36,0.06
India,Kerala,2022-05-01,BIO,3.91,0.0
India,Kerala,2022-05-01,COAL,0.0,0.16
India,Kerala,2022-05-01,GAS,0.0,0.53
India,Kerala,2022-05-01,HYDRO,661.19,2.12
India,Kerala,2022-05-01,NUCLEAR,0.0,0.0
India,Kerala,2022-05-01,OTHRENEW,0.0,0.0
India,Kerala,2022-05-01,SOLAR,47.52,0.49
India,Kerala,2022-05-01,WIND,12.21,0.06
India,Kerala,2022-06-01,BIO,6.99,0.0
India,Kerala,2022-06-01,COAL,0.0,0.16
India,Kerala,2022-06-01,GAS,0.0,0.53
India,Kerala,2022-06-01,HYDRO,568.15,2.12
India,Kerala,2022-06-01,NUCLEAR,0.0,0.0
India,Kerala,2022-06-01,OTHRENEW,0.0,0.0
India,Kerala,2022-06-01,SOLAR,43.32,0.54
India,Kerala,2022-06-01,WIND,19.11,0.06
India,Kerala,2022-07-01,BIO,10.25,0.0
India,Kerala,2022-07-01,COAL,0.0,0.16
India,Kerala,2022-07-01,GAS,0.0,0.53
India,Kerala,2022-07-01,HYDRO,877.83,2.13
India,Kerala,2022-07-01,NUCLEAR,0.0,0.0
India,Kerala,2022-07-01,OTHRENEW,0.0,0.0
India,Kerala,2022-07-01,SOLAR,57.29,0.54
India,Kerala,2022-07-01,WIND,18.81,0.06
India,Kerala,2022-08-01,BIO,3.32,0.0
India,Kerala,2022-08-01,COAL,0.0,0.16
India,Kerala,2022-08-01,GAS,0.0,0.53
India,Kerala,2022-08-01,HYDRO,1281.94,2.13
India,Kerala,2022-08-01,NUCLEAR,0.0,0.0
India,Kerala,2022-08-01,OTHRENEW,0.0,0.0
India,Kerala,2022-08-01,SOLAR,55.9,0.62
India,Kerala,2022-08-01,WIND,16.54,0.06
India,Ladakh,2019-01-01,BIO,0.0,
India,Ladakh,2019-01-01,COAL,0.0,
India,Ladakh,2019-01-01,GAS,0.0,
India,Ladakh,2019-01-01,HYDRO,0.0,
India,Ladakh,2019-01-01,NUCLEAR,0.0,
India,Ladakh,2019-01-01,OTHRENEW,0.0,
India,Ladakh,2019-01-01,SOLAR,0.0,
India,Ladakh,2019-01-01,WIND,0.0,
India,Ladakh,2019-02-01,BIO,0.0,
India,Ladakh,2019-02-01,COAL,0.0,
India,Ladakh,2019-02-01,GAS,0.0,
India,Ladakh,2019-02-01,HYDRO,0.0,
India,Ladakh,2019-02-01,NUCLEAR,0.0,
India,Ladakh,2019-02-01,OTHRENEW,0.0,
India,Ladakh,2019-02-01,SOLAR,0.0,
India,Ladakh,2019-02-01,WIND,0.0,
India,Ladakh,2019-03-01,BIO,0.0,0.0
India,Ladakh,2019-03-01,COAL,0.0,0.0
India,Ladakh,2019-03-01,GAS,0.0,0.0
India,Ladakh,2019-03-01,HYDRO,0.0,0.0
India,Ladakh,2019-03-01,NUCLEAR,0.0,0.0
India,Ladakh,2019-03-01,OTHRENEW,0.0,0.0
India,Ladakh,2019-03-01,SOLAR,0.0,0.0
India,Ladakh,2019-03-01,WIND,0.0,0.0
