country,state,year,variable,generation_gwh,share_of_generation_pct,capacity_mw,emissions_ktco2,share_of_emissions_pct
India,Jammu and Kashmir,2019,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2019,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2019,Renewables,18508.58,100.0,3648.78,444.21,100.0
India,Jammu and Kashmir,2019,Solar,0.0,0.0,19.3,0.0,0.0
India,Jammu and Kashmir,2019,Wind,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2019,Wind and solar,0.0,0.0,19.3,0.0,0.0
India,Jammu and Kashmir,2020,Bioenergy,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2020,Clean,18511.26,100.0,3655.71,444.4,100.0
India,Jammu and Kashmir,2020,Coal,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2020,Fossil,0.0,0.0,175.0,0.0,0.0
India,Jammu and Kashmir,2020,Gas,0.0,0.0,175.0,0.0,0.0
India,Jammu and Kashmir,2020,Hydro,18505.9,99.97,3634.98,444.14,99.94
India,Jammu and Kashmir,2020,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2020,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2020,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2020,Renewables,18511.26,100.0,3655.71,444.4,100.0
India,Jammu and Kashmir,2020,Solar,5.36,0.03,20.73,0.26,0.06
India,Jammu and Kashmir,2020,Wind,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2020,Wind and solar,5.36,0.03,20.73,0.26,0.06
India,Jammu and Kashmir,2021,Bioenergy,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2021,Clean,17460.43,100.0,3551.55,419.19,100.0
India,Jammu and Kashmir,2021,Coal,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2021,Fossil,0.0,0.0,175.0,0.0,0.0
India,Jammu and Kashmir,2021,Gas,0.0,0.0,175.0,0.0,0.0
India,Jammu and Kashmir,2021,Hydro,17454.67,99.97,3504.68,418.91,99.93
India,Jammu and Kashmir,2021,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2021,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2021,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2021,Renewables,17460.43,100.0,3551.55,419.19,100.0
India,Jammu and Kashmir,2021,Solar,5.76,0.03,46.87,0.28,0.07
India,Jammu and Kashmir,2021,Wind,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2021,Wind and solar,5.76,0.03,46.87,0.28,0.07
India,Jammu and Kashmir,2022,Bioenergy,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2022,Clean,17394.05,100.0,3553.58,417.46,100.0
India,Jammu and Kashmir,2022,Coal,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2022,Fossil,0.0,0.0,175.0,0.0,0.0
India,Jammu and Kashmir,2022,Gas,0.0,0.0,175.0,0.0,0.0
India,Jammu and Kashmir,2022,Hydro,17394.05,100.0,3504.68,417.46,100.0
India,Jammu and Kashmir,2022,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2022,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2022,Other Renewables,0.0,0.0,,0.0,0.0
India,Jammu and Kashmir,2022,Renewables,17394.05,100.0,3553.58,417.46,100.0
India,Jammu and Kashmir,2022,Solar,0.0,0.0,48.9,0.0,0.0
India,Jammu and Kashmir,2022,Wind,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2022,Wind and solar,0.0,0.0,48.9,0.0,0.0
India,Jammu and Kashmir,2023,Bioenergy,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2023,Clean,16684.38,100.0,3576.41,400.43,100.0
India,Jammu and Kashmir,2023,Coal,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2023,Fossil,0.0,0.0,175.0,0.0,0.0
India,Jammu and Kashmir,2023,Gas,0.0,0.0,175.0,0.0,0.0
India,Jammu and Kashmir,2023,Hydro,16684.38,100.0,3521.43,400.43,100.0
India,Jammu and Kashmir,2023,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2023,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2023,Other Renewables,0.0,0.0,,0.0,0.0
India,Jammu and Kashmir,2023,Renewables,16684.38,100.0,3576.41,400.43,100.0
India,Jammu and Kashmir,2023,Solar,0.0,0.0,54.98,0.0,0.0
India,Jammu and Kashmir,2023,Wind,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2023,Wind and solar,0.0,0.0,54.98,0.0,0.0
India,Jammu and Kashmir,2024,Bioenergy,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2024,Clean,15940.66,100.0,3624.29,382.58,100.0
India,Jammu and Kashmir,2024,Coal,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2024,Fossil,0.0,0.0,175.0,0.0,0.0
India,Jammu and Kashmir,2024,Gas,0.0,0.0,175.0,0.0,0.0
India,Jammu and Kashmir,2024,Hydro,15940.66,100.0,3549.93,382.58,100.0
India,Jammu and Kashmir,2024,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2024,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2024,Other Renewables,0.0,0.0,,0.0,0.0
India,Jammu and Kashmir,2024,Renewables,15940.66,100.0,3624.29,382.58,100.0
India,Jammu and Kashmir,2024,Solar,0.0,0.0,74.36,0.0,0.0
India,Jammu and Kashmir,2024,Wind,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2024,Wind and solar,0.0,0.0,74.36,0.0,0.0
India,Jharkhand,2019,Bioenergy,0.0,0.0,4.3,0.0,0.0
India,Jharkhand,2019,Clean,145.97,0.56,256.75,3.92,0.01
India,Jharkhand,2019,Coal,26205.59,99.45,4590.0,21488.58,99.98
India,Jharkhand,2019,Fossil,26205.59,99.45,4590.0,21488.58,99.98
India,Jharkhand,2019,Gas,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2019,Hydro,128.54,0.49,214.05,3.08,0.01
India,Jharkhand,2019,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2019,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2019,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2019,Renewables,145.97,0.56,256.75,3.92,0.01
India,Jharkhand,2019,Solar,17.43,0.07,38.4,0.84,0.0
India,Jharkhand,2019,Wind,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2019,Wind and solar,17.43,0.07,38.4,0.84,0.0
India,Jharkhand,2020,Bioenergy,0.0,0.0,4.3,0.0,0.0
India,Jharkhand,2020,Clean,251.85,0.94,257.41,6.47,0.03
India,Jharkhand,2020,Coal,26666.84,99.06,4460.0,21866.81,99.97
India,Jharkhand,2020,Fossil,26666.84,99.06,4460.0,21866.81,99.97
India,Jharkhand,2020,Gas,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2020,Hydro,234.23,0.87,214.05,5.62,0.03
India,Jharkhand,2020,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2020,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2020,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2020,Renewables,251.85,0.94,257.41,6.47,0.03
India,Jharkhand,2020,Solar,17.62,0.07,39.06,0.85,0.0
India,Jharkhand,2020,Wind,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2020,Wind and solar,17.62,0.07,39.06,0.85,0.0
India,Jharkhand,2021,Bioenergy,0.0,0.0,4.3,0.0,0.0
India,Jharkhand,2021,Clean,546.15,1.91,306.43,13.54,0.06
India,Jharkhand,2021,Coal,27998.99,98.09,4250.0,22959.17,99.94
India,Jharkhand,2021,Fossil,27998.99,98.09,4250.0,22959.17,99.94
India,Jharkhand,2021,Gas,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2021,Hydro,528.27,1.85,214.05,12.68,0.06
India,Jharkhand,2021,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2021,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2021,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2021,Renewables,546.15,1.91,306.43,13.54,0.06
India,Jharkhand,2021,Solar,17.88,0.06,88.08,0.86,0.0
India,Jharkhand,2021,Wind,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2021,Wind and solar,17.88,0.06,88.08,0.86,0.0
India,Jharkhand,2022,Bioenergy,0.0,0.0,4.3,0.0,0.0
India,Jharkhand,2022,Clean,351.38,1.15,313.26,8.92,0.03
India,Jharkhand,2022,Coal,30416.71,98.86,4250.0,24941.7,99.96
India,Jharkhand,2022,Fossil,30416.71,98.86,4250.0,24941.7,99.96
India,Jharkhand,2022,Gas,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2022,Hydro,330.99,1.08,214.05,7.94,0.03
India,Jharkhand,2022,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2022,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2022,Other Renewables,0.0,0.0,,0.0,0.0
India,Jharkhand,2022,Renewables,351.38,1.15,313.26,8.92,0.03
India,Jharkhand,2022,Solar,20.39,0.07,94.91,0.98,0.0
India,Jharkhand,2022,Wind,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2022,Wind and solar,20.39,0.07,94.91,0.98,0.0
India,Jharkhand,2023,Bioenergy,0.0,0.0,14.1,0.0,0.0
India,Jharkhand,2023,Clean,221.25,0.65,349.92,5.74,0.02
India,Jharkhand,2023,Coal,33784.08,99.35,4910.0,27702.94,99.98
India,Jharkhand,2023,Fossil,33784.08,99.35,4910.0,27702.94,99.98
India,Jharkhand,2023,Gas,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2023,Hydro,203.61,0.6,214.05,4.89,0.02
India,Jharkhand,2023,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2023,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2023,Other Renewables,0.0,0.0,,0.0,0.0
India,Jharkhand,2023,Renewables,221.25,0.65,349.92,5.74,0.02
India,Jharkhand,2023,Solar,17.64,0.05,121.77,0.85,0.0
India,Jharkhand,2023,Wind,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2023,Wind and solar,17.64,0.05,121.77,0.85,0.0
India,Jharkhand,2024,Bioenergy,0.0,0.0,20.14,0.0,0.0
India,Jharkhand,2024,Clean,267.8,0.68,434.06,6.85,0.02
India,Jharkhand,2024,Coal,38984.33,99.32,5570.0,31967.15,99.98
India,Jharkhand,2024,Fossil,38984.33,99.32,5570.0,31967.15,99.98
India,Jharkhand,2024,Gas,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2024,Hydro,250.16,0.64,214.05,6.0,0.02
India,Jharkhand,2024,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2024,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2024,Other Renewables,0.0,0.0,,0.0,0.0
India,Jharkhand,2024,Renewables,267.8,0.68,434.06,6.85,0.02
India,Jharkhand,2024,Solar,17.64,0.04,199.87,0.85,0.0
India,Jharkhand,2024,Wind,0.0,0.0,0.0,0.0,0.0
India,Jharkhand,2024,Wind and solar,17.64,0.04,199.87,0.85,0.0
India,Karnataka,2019,Bioenergy,2504.98,3.62,1882.8,576.15,2.67
India,Karnataka,2019,Clean,44753.37,64.74,19716.06,1606.62,7.44
India,Karnataka,2019,Coal,24373.82,35.26,9352.08,19986.53,92.56
India,Karnataka,2019,Fossil,24373.82,35.26,9505.2,19986.53,92.56
India,Karnataka,2019,Gas,0.0,0.0,0.0,0.0,0.0
India,Karnataka,2019,Hydro,15261.32,22.08,4924.93,366.27,1.7
India,Karnataka,2019,Nuclear,7049.89,10.2,880.0,84.6,0.39
India,Karnataka,2019,Other Fossil,0.0,0.0,153.12,0.0,0.0
India,Karnataka,2019,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Karnataka,2019,Renewables,37703.48,54.54,18836.06,1522.02,7.05
India,Karnataka,2019,Solar,9737.81,14.09,7274.93,467.41,2.16
India,Karnataka,2019,Wind,10199.37,14.75,4753.4,112.19,0.52
India,Karnataka,2019,Wind and solar,19937.18,28.84,12028.33,579.6,2.68
India,Karnataka,2020,Bioenergy,2850.67,4.25,1888.3,655.65,3.88
India,Karnataka,2020,Clean,48820.81,72.74,19890.9,1878.33,11.12
India,Karnataka,2020,Coal,18297.62,27.26,9480.0,15004.05,88.87
India,Karnataka,2020,Fossil,18297.62,27.26,9505.2,15004.05,88.87
India,Karnataka,2020,Gas,0.0,0.0,0.0,0.0,0.0
India,Karnataka,2020,Hydro,15902.09,23.69,4924.93,381.65,2.26
India,Karnataka,2020,Nuclear,7097.87,10.58,880.0,85.17,0.5
India,Karnataka,2020,Other Fossil,0.0,0.0,25.2,0.0,0.0
India,Karnataka,2020,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Karnataka,2020,Renewables,41722.94,62.16,19010.9,1793.16,10.62
India,Karnataka,2020,Solar,13599.81,20.26,7328.87,652.79,3.87
India,Karnataka,2020,Wind,9370.37,13.96,4868.8,103.07,0.61
India,Karnataka,2020,Wind and solar,22970.18,34.22,12197.67,755.86,4.48
India,Karnataka,2021,Bioenergy,3235.24,4.1,1902.15,744.11,2.77
India,Karnataka,2021,Clean,48447.15,61.44,20348.34,1924.15,7.17
India,Karnataka,2021,Coal,30400.93,38.56,9480.0,24928.76,92.83
India,Karnataka,2021,Fossil,30400.93,38.56,9505.2,24928.76,92.83
India,Karnataka,2021,Gas,0.0,0.0,0.0,0.0,0.0
India,Karnataka,2021,Hydro,15240.49,19.33,4969.93,365.77,1.36
India,Karnataka,2021,Nuclear,7308.27,9.27,880.0,87.7,0.33
India,Karnataka,2021,Other Fossil,0.0,0.0,25.2,0.0,0.0
India,Karnataka,2021,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Karnataka,2021,Renewables,41138.88,52.17,19468.34,1836.45,6.84
India,Karnataka,2021,Solar,12899.47,16.36,7524.31,619.17,2.31
India,Karnataka,2021,Wind,9763.68,12.38,5071.95,107.4,0.4
India,Karnataka,2021,Wind and solar,22663.15,28.74,12596.26,726.57,2.71
India,Karnataka,2022,Bioenergy,3228.11,3.84,1902.15,742.47,2.5
India,Karnataka,2022,Clean,50181.91,59.73,20869.8,1986.93,6.69
India,Karnataka,2022,Coal,33823.06,40.26,9480.0,27734.91,93.31
India,Karnataka,2022,Fossil,33823.06,40.26,9505.2,27734.91,93.31
India,Karnataka,2022,Gas,0.0,0.0,0.0,0.0,0.0
India,Karnataka,2022,Hydro,16370.21,19.49,4933.93,392.89,1.32
India,Karnataka,2022,Nuclear,7460.61,8.88,880.0,89.53,0.3
India,Karnataka,2022,Other Fossil,0.0,0.0,25.2,0.0,0.0
India,Karnataka,2022,Other Renewables,0.0,0.0,,0.0,0.0
India,Karnataka,2022,Renewables,42721.3,50.85,19989.8,1897.4,6.39
India,Karnataka,2022,Solar,13721.24,16.33,7885.57,658.62,2.22
India,Karnataka,2022,Wind,9401.74,11.19,5268.15,103.42,0.35
India,Karnataka,2022,Wind and solar,23122.98,27.52,13153.72,762.04,2.57
India,Karnataka,2023,Bioenergy,3041.25,3.3,1907.72,699.49,1.87
India,Karnataka,2023,Clean,48874.48,53.08,22730.27,1931.2,5.17
India,Karnataka,2023,Coal,43190.23,46.91,9480.0,35415.99,94.83
India,Karnataka,2023,Fossil,43190.23,46.91,9505.2,35415.99,94.83
India,Karnataka,2023,Gas,0.0,0.0,0.0,0.0,0.0
India,Karnataka,2023,Hydro,11871.54,12.89,4933.93,284.92,0.76
India,Karnataka,2023,Nuclear,7500.72,8.15,880.0,90.01,0.24
India,Karnataka,2023,Other Fossil,0.0,0.0,25.2,0.0,0.0
India,Karnataka,2023,Other Renewables,0.0,0.0,,0.0,0.0
India,Karnataka,2023,Renewables,41373.76,44.93,21850.27,1841.19,4.93
India,Karnataka,2023,Solar,15289.3,16.61,9412.71,733.89,1.97
India,Karnataka,2023,Wind,11171.67,12.13,5595.91,122.89,0.33
India,Karnataka,2023,Wind and solar,26460.97,28.74,15008.62,856.78,2.3
India,Karnataka,2024,Bioenergy,2482.41,2.59,1909.95,570.95,1.51
India,Karnataka,2024,Clean,51990.42,54.29,23446.12,1871.04,4.95
India,Karnataka,2024,Coal,43784.73,45.72,9480.0,35903.48,95.05
India,Karnataka,2024,Fossil,43784.73,45.72,9505.2,35903.48,95.05
India,Karnataka,2024,Gas,0.0,0.0,0.0,0.0,0.0
India,Karnataka,2024,Hydro,13702.31,14.31,4937.93,328.86,0.87
India,Karnataka,2024,Nuclear,7644.24,7.98,880.0,91.73,0.24
India,Karnataka,2024,Other Fossil,0.0,0.0,25.2,0.0,0.0
India,Karnataka,2024,Other Renewables,0.0,0.0,,0.0,0.0
India,Karnataka,2024,Renewables,44346.18,46.31,22566.12,1779.31,4.71
India,Karnataka,2024,Solar,15397.95,16.08,8986.94,739.1,1.96
India,Karnataka,2024,Wind,12763.51,13.33,6731.3,140.4,0.37
India,Karnataka,2024,Wind and solar,28161.46,29.41,15718.24,879.5,2.33
India,Kerala,2019,Bioenergy,11.04,0.17,0.72,2.54,1.52
India,Kerala,2019,Clean,6334.66,99.74,2283.49,156.03,93.52
India,Kerala,2019,Coal,0.0,0.0,0.0,0.0,0.0
India,Kerala,2019,Fossil,15.69,0.24,693.54,10.82,6.48
India,Kerala,2019,Gas,0.81,0.01,533.58,0.4,0.24
India,Kerala,2019,Hydro,6072.24,95.62,2078.52,145.73,87.35
India,Kerala,2019,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Kerala,2019,Other Fossil,14.88,0.23,159.96,10.42,6.24
India,Kerala,2019,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Kerala,2019,Renewables,6334.66,99.74,2283.49,156.03,93.52
India,Kerala,2019,Solar,134.93,2.12,141.75,6.48,3.88
India,Kerala,2019,Wind,116.45,1.83,62.5,1.28,0.77
India,Kerala,2019,Wind and solar,251.38,3.95,204.25,7.76,4.65
India,Kerala,2020,Bioenergy,34.55,0.49,2.27,7.95,4.33
India,Kerala,2020,Clean,7104.54,99.96,2290.21,181.67,98.94
India,Kerala,2020,Coal,0.0,0.0,0.0,0.0,0.0
India,Kerala,2020,Fossil,2.99,0.04,693.54,1.95,1.07
India,Kerala,2020,Gas,0.66,0.01,533.58,0.32,0.18
India,Kerala,2020,Hydro,6699.57,94.26,2078.52,160.79,87.57
India,Kerala,2020,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Kerala,2020,Other Fossil,2.33,0.03,159.96,1.63,0.89
India,Kerala,2020,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Kerala,2020,Renewables,7104.54,99.96,2290.21,181.67,98.94
India,Kerala,2020,Solar,239.39,3.37,146.92,11.49,6.26
India,Kerala,2020,Wind,131.03,1.84,62.5,1.44,0.78
India,Kerala,2020,Wind and solar,370.42,5.21,209.42,12.93,7.04
India,Kerala,2021,Bioenergy,47.8,0.45,2.5,10.99,3.37
India,Kerala,2021,Clean,10604.73,99.01,2499.35,272.85,83.68
India,Kerala,2021,Coal,0.0,0.0,0.0,0.0,0.0
India,Kerala,2021,Fossil,106.25,0.99,693.54,53.22,16.32
India,Kerala,2021,Gas,100.75,0.94,533.58,49.37,15.14
India,Kerala,2021,Hydro,9999.44,93.36,2098.27,239.99,73.6
India,Kerala,2021,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Kerala,2021,Other Fossil,5.5,0.05,159.96,3.85,1.18
India,Kerala,2021,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Kerala,2021,Renewables,10604.73,99.01,2499.35,272.85,83.68
India,Kerala,2021,Solar,425.32,3.97,336.08,20.42,6.26
India,Kerala,2021,Wind,132.17,1.23,62.5,1.45,0.45
India,Kerala,2021,Wind and solar,557.49,5.2,398.58,21.87,6.71
India,Kerala,2022,Bioenergy,57.81,0.55,2.5,13.3,4.8
India,Kerala,2022,Clean,10434.36,100.0,2884.02,276.78,99.97
India,Kerala,2022,Coal,0.0,0.0,0.0,0.0,0.0
India,Kerala,2022,Fossil,0.12,0.0,693.54,0.08,0.03
India,Kerala,2022,Gas,0.0,0.0,533.58,0.0,0.0
India,Kerala,2022,Hydro,9495.04,91.0,2130.67,227.88,82.31
India,Kerala,2022,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Kerala,2022,Other Fossil,0.12,0.0,159.96,0.08,0.03
India,Kerala,2022,Other Renewables,0.0,0.0,,0.0,0.0
India,Kerala,2022,Renewables,10434.36,100.0,2884.02,276.78,99.97
India,Kerala,2022,Solar,699.95,6.71,688.35,33.6,12.14
India,Kerala,2022,Wind,181.56,1.74,62.5,2.0,0.72
India,Kerala,2022,Wind and solar,881.51,8.45,750.85,35.6,12.86
India,Kerala,2023,Bioenergy,77.77,1.04,2.5,17.89,8.11
India,Kerala,2023,Clean,7462.74,100.01,3058.68,220.44,100.0
India,Kerala,2023,Coal,0.0,0.0,0.0,0.0,0.0
India,Kerala,2023,Fossil,0.0,0.0,693.54,0.0,0.0
India,Kerala,2023,Gas,0.0,0.0,533.58,0.0,0.0
India,Kerala,2023,Hydro,5993.76,80.32,2134.67,143.85,65.26
India,Kerala,2023,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Kerala,2023,Other Fossil,0.0,0.0,159.96,0.0,0.0
India,Kerala,2023,Other Renewables,0.03,0.0,,0.0,0.0
India,Kerala,2023,Renewables,7462.74,100.01,3058.68,220.44,100.0
India,Kerala,2023,Solar,1172.82,15.72,859.01,56.3,25.54
India,Kerala,2023,Wind,218.36,2.93,62.5,2.4,1.09
India,Kerala,2023,Wind and solar,1391.18,18.65,921.51,58.7,26.63
India,Kerala,2024,Bioenergy,38.16,0.41,2.5,8.78,3.28
India,Kerala,2024,Clean,9251.93,99.98,3560.33,266.49,99.61
India,Kerala,2024,Coal,0.0,0.0,0.0,0.0,0.0
India,Kerala,2024,Fossil,1.53,0.02,693.54,1.07,0.4
India,Kerala,2024,Gas,0.0,0.0,533.58,0.0,0.0
India,Kerala,2024,Hydro,7492.68,80.97,2180.67,179.82,67.21
India,Kerala,2024,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Kerala,2024,Other Fossil,1.53,0.02,159.96,1.07,0.4
India,Kerala,2024,Other Renewables,43.4,0.47,,1.65,0.62
India,Kerala,2024,Renewables,9251.93,99.98,3560.33,266.49,99.61
India,Kerala,2024,Solar,1561.61,16.88,1313.66,74.96,28.02
India,Kerala,2024,Wind,116.08,1.25,63.5,1.28,0.48
India,Kerala,2024,Wind and solar,1677.69,18.13,1377.16,76.24,28.5
India,Ladakh,2021,Bioenergy,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2021,Clean,258.39,100.0,136.44,6.2,100.0
India,Ladakh,2021,Coal,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2021,Fossil,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2021,Gas,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2021,Hydro,258.39,100.0,128.64,6.2,100.0
India,Ladakh,2021,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2021,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2021,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2021,Renewables,258.39,100.0,136.44,6.2,100.0
India,Ladakh,2021,Solar,0.0,0.0,7.8,0.0,0.0
India,Ladakh,2021,Wind,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2021,Wind and solar,0.0,0.0,7.8,0.0,0.0
India,Ladakh,2022,Bioenergy,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2022,Clean,404.35,100.0,137.59,9.7,100.0
India,Ladakh,2022,Coal,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2022,Fossil,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2022,Gas,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2022,Hydro,404.35,100.0,129.79,9.7,100.0
India,Ladakh,2022,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2022,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2022,Other Renewables,0.0,0.0,,0.0,0.0
India,Ladakh,2022,Renewables,404.35,100.0,137.59,9.7,100.0
India,Ladakh,2022,Solar,0.0,0.0,7.8,0.0,0.0
India,Ladakh,2022,Wind,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2022,Wind and solar,0.0,0.0,7.8,0.0,0.0
India,Ladakh,2023,Bioenergy,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2023,Clean,390.33,100.0,137.79,9.37,100.0
India,Ladakh,2023,Coal,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2023,Fossil,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2023,Gas,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2023,Hydro,390.33,100.0,129.99,9.37,100.0
India,Ladakh,2023,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2023,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2023,Other Renewables,0.0,0.0,,0.0,0.0
India,Ladakh,2023,Renewables,390.33,100.0,137.79,9.37,100.0
India,Ladakh,2023,Solar,0.0,0.0,7.8,0.0,0.0
India,Ladakh,2023,Wind,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2023,Wind and solar,0.0,0.0,7.8,0.0,0.0
India,Ladakh,2024,Bioenergy,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2024,Clean,414.61,100.0,142.59,9.95,100.0
India,Ladakh,2024,Coal,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2024,Fossil,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2024,Gas,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2024,Hydro,414.61,100.0,134.79,9.95,100.0
India,Ladakh,2024,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2024,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2024,Other Renewables,0.0,0.0,,0.0,0.0
India,Ladakh,2024,Renewables,414.61,100.0,142.59,9.95,100.0
India,Ladakh,2024,Solar,0.0,0.0,7.8,0.0,0.0
India,Ladakh,2024,Wind,0.0,0.0,0.0,0.0,0.0
India,Ladakh,2024,Wind and solar,0.0,0.0,7.8,0.0,0.0
India,Lakshadweep,2019,Bioenergy,0.0,0.0,0.0,0.0,0.0
India,Lakshadweep,2019,Clean,0.65,100.0,0.75,0.03,100.0
India,Lakshadweep,2019,Coal,0.0,0.0,0.0,0.0,0.0
India,Lakshadweep,2019,Fossil,0.0,0.0,0.0,0.0,0.0
India,Lakshadweep,2019,Gas,0.0,0.0,0.0,0.0,0.0
India,Lakshadweep,2019,Hydro,0.0,0.0,0.0,0.0,0.0
India,Lakshadweep,2019,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Lakshadweep,2019,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Lakshadweep,2019,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Lakshadweep,2019,Renewables,0.65,100.0,0.75,0.03,100.0
India,Lakshadweep,2019,Solar,0.65,100.0,0.75,0.03,100.0
